"Date","Price","Open","High","Low","Vol.","Change %"
"24-10-2019","2,082.20","2,075.10","2,099.00","2,062.00","149.77K","0.33%"
"23-10-2019","2,075.25","2,065.00","2,084.00","2,052.60","60.17K","1.15%"
"22-10-2019","2,051.65","2,081.00","2,109.95","2,040.45","119.82K","-0.28%"
"18-10-2019","2,057.35","2,038.00","2,064.00","2,025.10","85.26K","1.31%"
"17-10-2019","2,030.70","2,015.00","2,037.80","2,001.00","131.60K","1.24%"
"16-10-2019","2,005.85","1,999.13","2,015.80","1,977.07","81.11K","0.42%"
"15-10-2019","1,997.56","1,989.13","2,006.88","1,984.62","137.75K","0.81%"
"14-10-2019","1,981.44","1,960.90","1,992.17","1,930.50","113.28K","1.71%"
"11-10-2019","1,948.20","1,895.21","1,955.41","1,891.28","477.35K","-0.87%"
"10-10-2019","1,965.21","1,988.35","1,999.13","1,959.77","219.99K","-0.80%"
"09-10-2019","1,981.14","2,012.71","2,016.49","1,976.39","87.60K","-1.57%"
"07-10-2019","2,012.71","2,039.33","2,053.84","2,001.14","95.76K","-3.17%"
"04-10-2019","2,078.65","2,079.70","2,087.00","2,054.75","44.80K","0.96%"
"03-10-2019","2,058.85","2,070.00","2,081.05","2,047.00","83.00K","-0.04%"
"01-10-2019","2,059.70","2,099.50","2,099.55","2,040.30","76.24K","-1.88%"
"30-09-2019","2,099.20","2,060.10","2,103.90","2,060.10","113.25K","2.07%"
"27-09-2019","2,056.70","2,087.00","2,087.00","2,053.00","84.10K","-1.48%"
"26-09-2019","2,087.65","2,091.00","2,106.95","2,063.00","97.70K","-0.01%"
"25-09-2019","2,087.80","2,057.00","2,092.05","2,057.00","167.06K","2.13%"
"24-09-2019","2,044.30","2,015.00","2,062.35","2,013.70","233.36K","1.47%"
"23-09-2019","2,014.75","2,085.00","2,089.00","1,975.00","470.06K","-2.46%"
"20-09-2019","2,065.60","2,102.50","2,129.25","2,055.60","261.73K","-1.74%"
"19-09-2019","2,102.15","2,138.85","2,138.90","2,091.55","74.80K","-1.69%"
"18-09-2019","2,138.25","2,115.00","2,143.75","2,114.30","81.03K","0.80%"
"17-09-2019","2,121.35","2,154.00","2,155.85","2,107.00","120.32K","-1.29%"
"16-09-2019","2,149.15","2,150.35","2,173.50","2,127.30","96.79K","0.36%"
"13-09-2019","2,141.35","2,138.00","2,157.90","2,116.20","113.84K","0.35%"
"12-09-2019","2,133.85","2,154.00","2,164.95","2,120.65","77.82K","-0.93%"
"11-09-2019","2,153.95","2,192.00","2,200.00","2,147.05","83.91K","-1.34%"
"09-09-2019","2,183.30","2,203.00","2,203.00","2,180.00","48.17K","-0.65%"
"06-09-2019","2,197.65","2,215.00","2,231.70","2,190.85","56.48K","-0.82%"
"05-09-2019","2,215.80","2,246.65","2,253.10","2,208.00","54.33K","-1.35%"
"04-09-2019","2,246.10","2,269.70","2,269.90","2,234.00","44.61K","-0.27%"
"03-09-2019","2,252.25","2,259.00","2,296.00","2,237.15","69.97K","-0.26%"
"30-08-2019","2,258.05","2,236.05","2,266.10","2,218.00","56.77K","1.11%"
"29-08-2019","2,233.30","2,239.00","2,248.00","2,222.05","31.05K","-0.28%"
"28-08-2019","2,239.65","2,242.00","2,251.10","2,216.05","38.32K","0.12%"
"27-08-2019","2,237.00","2,270.00","2,273.00","2,229.00","203.66K","-1.67%"
"26-08-2019","2,275.10","2,254.00","2,280.00","2,225.20","78.89K","1.23%"
"23-08-2019","2,247.55","2,221.50","2,260.00","2,212.75","83.25K","1.47%"
"22-08-2019","2,214.90","2,186.05","2,235.00","2,171.00","67.49K","1.33%"
"21-08-2019","2,185.85","2,187.00","2,202.50","2,180.95","64.59K","-0.06%"
"20-08-2019","2,187.15","2,168.50","2,205.70","2,168.00","294.61K","1.09%"
"19-08-2019","2,163.55","2,167.00","2,185.00","2,158.20","45.99K","0.00%"
"16-08-2019","2,163.50","2,233.00","2,237.00","2,145.90","168.13K","-1.87%"
"14-08-2019","2,204.65","2,182.00","2,217.80","2,168.80","254.49K","0.20%"
"13-08-2019","2,200.20","2,250.20","2,250.20","2,195.00","78.15K","-2.02%"
"09-08-2019","2,245.60","2,270.00","2,270.00","2,242.00","47.33K","-0.59%"
"08-08-2019","2,258.85","2,222.00","2,280.85","2,220.00","91.47K","2.03%"
"07-08-2019","2,214.00","2,220.00","2,238.50","2,208.40","59.92K","-0.07%"
"06-08-2019","2,215.45","2,232.00","2,251.75","2,211.55","66.36K","-1.47%"
"05-08-2019","2,248.55","2,185.00","2,250.40","2,185.00","105.68K","1.93%"
"02-08-2019","2,206.05","2,179.90","2,210.00","2,166.40","192.99K","1.20%"
"01-08-2019","2,179.90","2,206.00","2,217.00","2,166.85","59.29K","-1.16%"
"31-07-2019","2,205.40","2,175.00","2,210.95","2,148.30","73.30K","1.21%"
"30-07-2019","2,179.00","2,125.00","2,184.70","2,121.00","81.31K","2.32%"
"29-07-2019","2,129.50","2,111.00","2,141.75","2,103.60","64.05K","0.98%"
"26-07-2019","2,108.80","2,111.00","2,130.10","2,096.00","43.81K","-0.92%"
"25-07-2019","2,128.30","2,115.00","2,134.80","2,094.00","60.68K","1.51%"
"24-07-2019","2,096.70","2,115.00","2,120.65","2,076.60","91.06K","-0.72%"
"23-07-2019","2,111.80","2,127.80","2,128.95","2,102.95","90.11K","0.10%"
"22-07-2019","2,109.70","2,080.00","2,117.00","2,068.85","72.16K","1.58%"
"19-07-2019","2,076.95","2,095.00","2,096.75","2,064.00","89.02K","0.55%"
"18-07-2019","2,065.60","2,115.00","2,115.00","2,060.00","95.60K","-2.43%"
"17-07-2019","2,117.15","2,106.00","2,125.00","2,092.55","94.76K","0.56%"
"16-07-2019","2,105.30","2,131.65","2,131.65","2,100.30","137.62K","-1.86%"
"15-07-2019","2,145.20","2,120.00","2,153.00","2,099.00","74.13K","1.77%"
"12-07-2019","2,107.95","2,108.50","2,118.00","2,094.05","59.40K","0.31%"
"11-07-2019","2,101.45","2,124.60","2,128.10","2,087.05","102.76K","-0.30%"
"10-07-2019","2,107.70","2,081.00","2,127.65","2,070.10","264.57K","-1.11%"
"09-07-2019","2,131.45","2,170.50","2,175.00","2,090.00","1.13M","-2.05%"
"08-07-2019","2,176.10","2,159.00","2,184.00","2,131.00","131.17K","0.67%"
"05-07-2019","2,161.65","2,241.00","2,250.00","2,139.00","1.22M","-3.61%"
"04-07-2019","2,242.60","2,237.30","2,251.80","2,232.00","55.39K","0.24%"
"03-07-2019","2,237.20","2,259.90","2,259.90","2,232.50","59.89K","-0.69%"
"02-07-2019","2,252.75","2,240.00","2,257.35","2,216.20","98.14K","0.58%"
"01-07-2019","2,239.70","2,239.65","2,255.00","2,207.65","106.18K","0.56%"
"28-06-2019","2,227.25","2,255.00","2,261.25","2,222.95","99.60K","-1.13%"
"27-06-2019","2,252.65","2,256.40","2,264.80","2,242.30","41.25K","-0.05%"
"26-06-2019","2,253.70","2,272.90","2,272.90","2,251.10","67.74K","-0.58%"
"25-06-2019","2,266.75","2,277.00","2,277.00","2,250.90","62.66K","-0.36%"
"24-06-2019","2,275.00","2,250.00","2,279.90","2,250.00","83.61K","1.11%"
"21-06-2019","2,249.95","2,280.00","2,290.65","2,242.05","115.56K","-1.27%"
"20-06-2019","2,279.00","2,230.00","2,285.00","2,214.05","133.61K","0.85%"
"19-06-2019","2,259.90","2,253.00","2,275.00","2,244.40","100.80K","0.36%"
"18-06-2019","2,251.70","2,249.80","2,260.00","2,232.00","84.87K","0.27%"
"17-06-2019","2,245.60","2,259.90","2,262.80","2,240.05","107.41K","-0.30%"
"14-06-2019","2,252.30","2,255.00","2,262.55","2,236.40","102.70K","0.09%"
"13-06-2019","2,250.25","2,257.00","2,285.05","2,241.30","160.53K","-0.36%"
"12-06-2019","2,258.45","2,249.00","2,267.00","2,219.50","71.37K","0.25%"
"11-06-2019","2,252.85","2,237.90","2,263.00","2,233.00","121.51K","0.97%"
"10-06-2019","2,231.10","2,194.90","2,234.95","2,189.25","94.32K","2.39%"
"07-06-2019","2,178.95","2,177.00","2,189.00","2,145.20","84.03K","0.53%"
"06-06-2019","2,167.40","2,199.00","2,199.00","2,151.45","125.99K","-0.69%"
"04-06-2019","2,182.45","2,226.00","2,226.00","2,175.00","111.04K","-2.58%"
"03-06-2019","2,240.35","2,207.80","2,248.00","2,186.00","292.10K","1.98%"
"31-05-2019","2,196.85","2,159.95","2,205.00","2,155.00","165.50K","2.40%"
"30-05-2019","2,145.40","2,120.00","2,153.40","2,116.40","170.97K","1.91%"
"29-05-2019","2,105.25","2,071.00","2,121.75","2,071.00","199.57K","1.46%"
"28-05-2019","2,075.00","2,060.00","2,097.45","2,047.25","212.37K","1.03%"
"27-05-2019","2,053.80","2,060.00","2,067.75","2,040.40","222.23K","0.20%"
"24-05-2019","2,049.65","2,074.00","2,074.00","2,034.00","102.74K","-0.20%"
"23-05-2019","2,053.75","2,100.00","2,115.10","2,049.00","167.23K","-1.39%"
"22-05-2019","2,082.75","2,114.00","2,121.60","2,076.70","122.24K","-1.25%"
"21-05-2019","2,109.20","2,145.00","2,149.95","2,101.60","87.74K","-1.41%"
"20-05-2019","2,139.30","2,126.00","2,145.00","2,050.25","131.60K","2.05%"
"17-05-2019","2,096.35","2,120.60","2,134.95","2,088.95","96.03K","-0.62%"
"16-05-2019","2,109.45","2,096.00","2,123.40","2,078.05","85.24K","0.71%"
"15-05-2019","2,094.50","2,105.00","2,125.55","2,084.60","122.74K","0.01%"
"14-05-2019","2,094.35","2,137.50","2,158.20","2,074.50","107.39K","-1.72%"
"13-05-2019","2,131.10","2,140.00","2,167.00","2,122.85","154.03K","-0.21%"
"10-05-2019","2,135.55","2,174.35","2,193.60","2,125.00","105.47K","-1.53%"
"09-05-2019","2,168.70","2,145.00","2,182.00","2,138.00","80.05K","0.75%"
"08-05-2019","2,152.65","2,158.00","2,167.75","2,130.20","59.59K","0.11%"
"07-05-2019","2,150.35","2,155.00","2,185.00","2,140.10","107.92K","-0.20%"
"06-05-2019","2,154.70","2,113.00","2,165.00","2,104.55","123.79K","1.04%"
"03-05-2019","2,132.50","2,191.00","2,191.00","2,125.15","167.48K","-3.70%"
"02-05-2019","2,214.40","2,260.00","2,260.00","2,209.45","67.72K","-1.80%"
"30-04-2019","2,254.95","2,230.00","2,265.00","2,230.00","125.43K","0.74%"
"26-04-2019","2,238.30","2,200.00","2,244.55","2,193.75","149.60K","2.13%"
"25-04-2019","2,191.70","2,169.00","2,199.00","2,169.00","97.69K","0.29%"
"24-04-2019","2,185.45","2,157.70","2,195.00","2,155.40","114.03K","1.29%"
"23-04-2019","2,157.70","2,166.00","2,167.60","2,135.10","74.84K","-0.31%"
"22-04-2019","2,164.35","2,148.00","2,175.95","2,147.25","186.49K","0.88%"
"18-04-2019","2,145.50","2,141.00","2,150.05","2,116.30","88.31K","0.61%"
"16-04-2019","2,132.45","2,116.00","2,153.80","2,116.00","237.13K","1.06%"
"15-04-2019","2,110.05","2,071.00","2,115.00","2,041.05","397.08K","4.78%"
"12-04-2019","2,013.75","2,040.00","2,040.00","2,008.05","164.81K","-0.26%"
"11-04-2019","2,019.05","2,048.00","2,055.30","2,012.35","133.39K","-1.21%"
"10-04-2019","2,043.80","2,098.60","2,098.60","2,038.55","108.59K","-2.12%"
"09-04-2019","2,088.10","2,074.70","2,096.10","2,057.00","124.59K","0.89%"
"08-04-2019","2,069.75","2,060.00","2,078.00","2,033.55","112.24K","0.89%"
"05-04-2019","2,051.45","2,029.70","2,058.95","2,020.00","152.38K","1.84%"
"04-04-2019","2,014.30","2,080.00","2,080.75","2,006.00","150.81K","-3.17%"
"03-04-2019","2,080.25","2,089.80","2,089.80","2,060.00","126.06K","0.04%"
"02-04-2019","2,079.50","2,040.00","2,084.00","2,035.55","156.21K","2.37%"
"01-04-2019","2,031.30","2,010.00","2,040.00","2,009.25","532.80K","1.54%"
"29-03-2019","2,000.40","2,017.90","2,024.90","1,986.75","148.52K","0.00%"
"28-03-2019","2,000.45","1,978.00","2,010.95","1,972.40","204.93K","1.64%"
"27-03-2019","1,968.20","1,985.00","1,998.25","1,961.00","125.01K","-0.69%"
"26-03-2019","1,981.80","1,985.00","1,994.00","1,959.00","133.62K","-0.26%"
"25-03-2019","1,986.90","2,007.00","2,010.00","1,979.30","535.55K","-0.89%"
"22-03-2019","2,004.65","2,015.50","2,015.50","1,985.50","151.04K","-0.54%"
"20-03-2019","2,015.50","2,025.00","2,044.60","2,002.00","154.79K","-0.45%"
"19-03-2019","2,024.70","2,026.00","2,030.00","1,996.40","82.27K","0.17%"
"18-03-2019","2,021.30","2,045.00","2,062.90","2,012.00","108.13K","-0.93%"
"15-03-2019","2,040.20","1,993.00","2,069.00","1,993.00","184.49K","2.59%"
"14-03-2019","1,988.60","2,009.00","2,009.00","1,982.30","47.41K","-0.63%"
"13-03-2019","2,001.15","2,006.10","2,015.15","1,978.60","91.42K","-0.57%"
"12-03-2019","2,012.55","2,018.00","2,024.90","2,003.35","55.41K","-0.08%"
"11-03-2019","2,014.10","2,022.70","2,032.80","2,005.50","52.84K","-0.41%"
"08-03-2019","2,022.30","2,029.00","2,032.60","2,010.05","96.59K","0.54%"
"07-03-2019","2,011.50","2,000.50","2,021.00","2,000.50","70.89K","0.61%"
"06-03-2019","1,999.40","1,990.00","2,014.35","1,986.45","110.17K","0.58%"
"05-03-2019","1,987.85","2,002.00","2,005.00","1,978.05","87.49K","-0.19%"
"01-03-2019","1,991.65","1,990.00","2,005.95","1,982.50","141.61K","0.37%"
"28-02-2019","1,984.25","2,065.00","2,070.00","1,977.85","342.43K","-3.38%"
"27-02-2019","2,053.75","2,037.00","2,070.00","2,020.85","142.85K","1.05%"
"26-02-2019","2,032.35","1,977.00","2,038.65","1,969.90","217.08K","2.39%"
"25-02-2019","1,985.00","1,927.15","1,990.00","1,927.15","124.75K","3.07%"
"22-02-2019","1,925.90","1,920.00","1,930.50","1,905.00","63.69K","0.71%"
"21-02-2019","1,912.25","1,924.00","1,939.80","1,898.65","199.72K","-0.11%"
"20-02-2019","1,914.45","1,913.95","1,933.80","1,882.00","246.66K","0.50%"
"19-02-2019","1,904.85","1,971.75","1,971.75","1,895.00","173.03K","-3.39%"
"18-02-2019","1,971.75","2,035.00","2,044.10","1,965.60","103.57K","-2.91%"
"15-02-2019","2,030.90","2,045.00","2,052.00","2,013.00","69.68K","-0.67%"
"14-02-2019","2,044.65","2,064.00","2,075.00","2,033.15","40.05K","-1.16%"
"13-02-2019","2,068.60","2,057.00","2,082.75","2,050.65","210.28K","0.88%"
"12-02-2019","2,050.65","2,070.00","2,077.00","2,020.35","88.12K","-0.72%"
"11-02-2019","2,065.55","2,062.00","2,093.45","2,051.05","70.08K","0.14%"
"08-02-2019","2,062.75","2,078.00","2,088.25","2,054.00","856.24K","-0.82%"
"07-02-2019","2,079.90","2,079.40","2,097.80","2,069.50","94.88K","0.10%"
"06-02-2019","2,077.85","2,052.00","2,086.00","2,040.40","355.14K","1.64%"
"05-02-2019","2,044.35","2,049.00","2,054.75","2,028.05","71.28K","-0.14%"
"04-02-2019","2,047.15","2,030.00","2,051.00","2,018.30","82.38K","0.81%"
"01-02-2019","2,030.75","2,005.00","2,035.00","1,998.30","112.45K","0.80%"
"31-01-2019","2,014.60","1,988.00","2,019.50","1,985.05","145.62K","1.86%"
"30-01-2019","1,977.85","1,983.15","1,983.95","1,955.10","102.63K","-0.27%"
"29-01-2019","1,983.15","1,956.00","1,989.80","1,937.30","126.94K","1.60%"
"28-01-2019","1,951.95","1,931.70","1,958.00","1,929.55","146.76K","1.71%"
"25-01-2019","1,919.05","1,904.40","1,933.45","1,900.75","97.70K","0.91%"
"24-01-2019","1,901.75","1,882.00","1,904.50","1,876.00","83.60K","1.17%"
"23-01-2019","1,879.75","1,900.00","1,907.70","1,874.00","64.59K","-1.08%"
"22-01-2019","1,900.35","1,908.00","1,918.20","1,890.70","85.61K","-0.29%"
"21-01-2019","1,905.80","1,900.40","1,931.30","1,896.55","145.87K","0.28%"
"18-01-2019","1,900.40","1,887.00","1,904.45","1,877.30","75.51K","0.28%"
"17-01-2019","1,895.10","1,871.00","1,899.00","1,871.00","138.17K","1.34%"
"16-01-2019","1,870.10","1,869.95","1,874.80","1,848.55","105.63K","0.32%"
"15-01-2019","1,864.20","1,813.55","1,868.00","1,809.55","180.67K","2.74%"
"14-01-2019","1,814.40","1,854.70","1,854.85","1,810.50","170.02K","-1.50%"
"11-01-2019","1,841.95","1,875.00","1,876.05","1,836.10","530.63K","-2.45%"
"10-01-2019","1,888.15","1,904.00","1,906.80","1,874.10","157.55K","0.02%"
"09-01-2019","1,887.80","1,915.00","1,919.00","1,869.05","156.72K","-0.28%"
"08-01-2019","1,893.05","1,902.00","1,908.00","1,884.00","84.48K","-0.19%"
"07-01-2019","1,896.65","1,891.10","1,909.00","1,880.25","98.87K","1.21%"
"04-01-2019","1,873.95","1,901.00","1,901.05","1,841.50","320.88K","-1.19%"
"03-01-2019","1,896.45","1,913.50","1,944.00","1,891.70","155.02K","-1.39%"
"02-01-2019","1,923.15","1,907.90","1,933.00","1,900.55","145.04K","1.09%"
"01-01-2019","1,902.35","1,905.00","1,909.00","1,885.10","144.69K","0.46%"
"31-12-2018","1,893.55","1,901.00","1,910.15","1,887.00","155.31K","-0.12%"
"28-12-2018","1,895.80","1,909.45","1,921.00","1,893.75","178.36K","-0.71%"
"27-12-2018","1,909.45","1,909.90","1,940.10","1,892.35","146.92K","1.06%"
"26-12-2018","1,889.50","1,916.00","1,917.95","1,872.00","111.89K","-1.36%"
"24-12-2018","1,915.55","1,901.00","1,938.00","1,901.00","132.50K","0.96%"
"21-12-2018","1,897.25","1,949.90","1,950.00","1,890.00","167.45K","-3.02%"
"20-12-2018","1,956.35","1,965.00","1,975.45","1,947.00","143.40K","-0.55%"
"19-12-2018","1,967.20","1,985.00","1,985.00","1,960.00","123.12K","-1.03%"
"18-12-2018","1,987.70","1,999.50","2,001.95","1,975.10","76.44K","-0.28%"
"17-12-2018","1,993.25","1,990.15","2,003.00","1,985.50","62.96K","0.20%"
"14-12-2018","1,989.25","1,995.00","1,995.00","1,975.65","76.63K","0.28%"
"13-12-2018","1,983.65","2,020.00","2,028.40","1,975.00","157.49K","-1.74%"
"12-12-2018","2,018.70","1,998.35","2,022.05","1,987.10","466.80K","1.02%"
"11-12-2018","1,998.35","1,973.50","2,009.70","1,961.15","100.89K","1.19%"
"10-12-2018","1,974.90","1,979.00","2,009.90","1,962.05","97.25K","-1.05%"
"07-12-2018","1,995.95","1,991.75","2,003.85","1,975.00","101.52K","0.21%"
"06-12-2018","1,991.75","2,000.00","2,017.95","1,981.25","111.51K","-0.72%"
"05-12-2018","2,006.10","2,009.40","2,017.50","1,985.00","127.99K","-0.16%"
"04-12-2018","2,009.40","1,983.00","2,019.30","1,971.50","164.31K","1.37%"
"03-12-2018","1,982.20","1,980.10","1,990.00","1,969.05","73.37K","0.59%"
"30-11-2018","1,970.60","1,960.25","1,989.40","1,960.25","116.17K","0.57%"
"29-11-2018","1,959.45","2,000.00","2,000.00","1,943.65","193.28K","-0.87%"
"28-11-2018","1,976.55","1,897.00","1,982.15","1,883.90","778.97K","4.67%"
"27-11-2018","1,888.35","1,865.00","1,893.50","1,834.60","130.22K","2.29%"
"26-11-2018","1,846.10","1,822.90","1,859.50","1,787.00","171.40K","1.70%"
"22-11-2018","1,815.25","1,822.45","1,847.10","1,810.40","157.70K","0.19%"
"21-11-2018","1,811.75","1,873.00","1,873.05","1,802.00","452.44K","-3.51%"
"20-11-2018","1,877.75","1,903.00","1,905.95","1,875.10","67.21K","-1.28%"
"19-11-2018","1,902.05","1,896.00","1,907.00","1,867.50","62.11K","1.05%"
"16-11-2018","1,882.25","1,889.90","1,898.55","1,868.00","315.48K","0.90%"
"15-11-2018","1,865.50","1,869.00","1,898.95","1,860.00","367.67K","-0.80%"
"14-11-2018","1,880.55","1,935.90","1,935.90","1,872.50","150.55K","-2.85%"
"13-11-2018","1,935.80","1,925.00","1,939.80","1,903.05","46.47K","1.04%"
"12-11-2018","1,915.90","1,910.00","1,944.85","1,909.80","80.90K","0.32%"
"09-11-2018","1,909.80","1,955.00","1,962.95","1,904.00","70.52K","-1.70%"
"07-11-2018","1,942.80","1,948.00","1,950.35","1,935.00","24.44K","0.56%"
"06-11-2018","1,931.95","1,891.00","1,936.00","1,890.00","94.81K","2.22%"
"05-11-2018","1,889.95","1,914.00","1,926.70","1,885.00","89.18K","-1.04%"
"02-11-2018","1,909.80","1,935.80","1,953.50","1,905.75","132.52K","-1.28%"
"01-11-2018","1,934.60","1,940.10","1,950.00","1,902.55","98.20K","-0.15%"
"31-10-2018","1,937.60","1,904.40","1,944.60","1,878.65","136.73K","2.23%"
"30-10-2018","1,895.40","1,866.95","1,909.00","1,846.55","143.80K","1.37%"
"29-10-2018","1,869.75","1,810.00","1,878.00","1,784.00","140.67K","3.90%"
"26-10-2018","1,799.60","1,857.80","1,858.00","1,791.30","167.79K","-2.86%"
"25-10-2018","1,852.65","1,845.00","1,875.45","1,825.50","90.64K","0.06%"
"24-10-2018","1,851.50","1,858.00","1,871.80","1,812.00","172.57K","0.40%"
"23-10-2018","1,844.15","1,890.00","1,896.50","1,836.80","114.28K","-3.05%"
"22-10-2018","1,902.15","1,918.00","1,919.50","1,888.45","55.24K","-0.78%"
"19-10-2018","1,917.05","1,940.00","1,940.00","1,872.20","123.95K","-0.55%"
"17-10-2018","1,927.70","1,974.50","1,988.95","1,920.10","306.64K","-1.73%"
"16-10-2018","1,961.70","1,955.00","1,969.15","1,935.00","168.02K","0.64%"
"15-10-2018","1,949.15","1,937.00","1,955.00","1,921.70","174.01K","1.60%"
"12-10-2018","1,918.40","1,990.00","1,990.00","1,904.80","650.42K","-3.10%"
"11-10-2018","1,979.75","1,998.70","2,013.55","1,943.05","358.21K","-3.10%"
"10-10-2018","2,043.05","2,110.00","2,110.00","2,030.20","1.94M","-2.27%"
"09-10-2018","2,090.50","2,080.00","2,108.00","2,054.40","127.28K","0.50%"
"08-10-2018","2,080.10","2,106.50","2,122.90","2,048.00","102.74K","-1.09%"
"05-10-2018","2,103.10","2,059.80","2,119.85","2,024.00","166.18K","1.88%"
"04-10-2018","2,064.25","2,161.00","2,161.00","2,058.65","537.59K","-4.54%"
"03-10-2018","2,162.45","2,246.10","2,253.85","2,155.00","151.56K","-4.14%"
"01-10-2018","2,255.80","2,186.00","2,273.00","2,186.00","186.12K","3.26%"
"28-09-2018","2,184.50","2,184.00","2,190.00","2,159.55","77.82K","-0.15%"
"27-09-2018","2,187.80","2,150.00","2,202.00","2,136.60","121.15K","2.16%"
"26-09-2018","2,141.45","2,183.00","2,197.10","2,135.00","79.68K","-1.91%"
"25-09-2018","2,183.10","2,200.00","2,209.60","2,155.00","128.10K","-0.71%"
"24-09-2018","2,198.70","2,104.00","2,214.15","2,098.30","299.61K","4.51%"
"21-09-2018","2,103.80","2,078.00","2,130.85","2,052.50","124.44K","1.30%"
"19-09-2018","2,076.90","2,074.00","2,088.10","2,066.00","56.49K","0.33%"
"18-09-2018","2,070.00","2,075.00","2,077.30","2,059.00","44.73K","-0.08%"
"17-09-2018","2,071.60","2,070.00","2,077.00","2,054.85","49.47K","0.40%"
"14-09-2018","2,063.30","2,045.00","2,070.85","2,018.85","142.17K","0.96%"
"12-09-2018","2,043.75","2,051.00","2,067.80","2,040.00","162.05K","-0.11%"
"11-09-2018","2,045.95","2,084.00","2,089.25","2,042.00","94.05K","-1.69%"
"10-09-2018","2,081.20","2,082.95","2,093.40","2,074.10","59.85K","0.07%"
"07-09-2018","2,079.70","2,080.00","2,083.95","2,065.55","49.20K","0.19%"
"06-09-2018","2,075.70","2,080.00","2,081.50","2,063.00","64.30K","-0.12%"
"05-09-2018","2,078.15","2,100.00","2,105.95","2,075.00","136.88K","-0.72%"
"04-09-2018","2,093.20","2,055.00","2,100.00","2,055.00","318.31K","1.86%"
"03-09-2018","2,054.95","2,080.05","2,089.95","2,052.10","125.87K","-1.12%"
"31-08-2018","2,078.20","2,080.00","2,090.50","2,073.05","166.82K","-0.06%"
"30-08-2018","2,079.45","2,070.00","2,080.20","2,064.40","187.65K","0.66%"
"29-08-2018","2,065.80","2,072.90","2,072.90","2,046.10","96.89K","0.01%"
"28-08-2018","2,065.55","2,052.75","2,072.00","2,051.65","167.68K","0.68%"
"27-08-2018","2,051.65","2,042.00","2,058.55","2,036.55","102.74K","0.46%"
"24-08-2018","2,042.20","2,035.10","2,046.05","2,031.00","90.11K","0.33%"
"23-08-2018","2,035.45","2,020.00","2,038.70","2,020.00","162.26K","1.08%"
"21-08-2018","2,013.65","2,010.00","2,022.75","2,005.00","62.72K","0.16%"
"20-08-2018","2,010.40","2,023.50","2,023.50","2,005.25","69.72K","-0.07%"
"17-08-2018","2,011.85","2,014.00","2,021.15","2,005.00","175.46K","0.15%"
"16-08-2018","2,008.75","2,002.00","2,019.00","1,996.00","132.55K","0.37%"
"14-08-2018","2,001.25","1,992.00","2,024.00","1,983.50","228.94K","0.04%"
"13-08-2018","2,000.50","2,000.00","2,002.55","1,988.25","364.31K","0.33%"
"10-08-2018","1,993.85","1,978.05","1,997.05","1,974.00","140.44K","0.98%"
"09-08-2018","1,974.55","1,985.90","1,985.90","1,966.30","101.98K","0.00%"
"08-08-2018","1,974.60","1,970.00","1,978.30","1,963.75","94.39K","0.33%"
"07-08-2018","1,968.10","1,977.00","1,977.05","1,961.00","78.40K","-0.42%"
"06-08-2018","1,976.35","1,998.00","1,998.00","1,971.00","110.67K","-0.05%"
"03-08-2018","1,977.35","1,956.90","1,980.00","1,956.90","57.67K","1.37%"
"02-08-2018","1,950.65","1,980.70","1,984.60","1,941.00","105.70K","-1.24%"
"01-08-2018","1,975.10","1,951.00","1,980.00","1,950.00","112.75K","1.74%"
"31-07-2018","1,941.25","1,943.60","1,948.50","1,929.05","89.59K","-0.19%"
"30-07-2018","1,944.95","1,948.55","1,955.30","1,935.00","96.38K","0.10%"
"27-07-2018","1,943.10","1,965.00","1,966.80","1,940.00","132.17K","-1.03%"
"26-07-2018","1,963.30","1,975.00","1,985.05","1,955.55","83.74K","-0.81%"
"25-07-2018","1,979.40","2,000.15","2,003.00","1,971.00","91.33K","-0.87%"
"24-07-2018","1,996.85","2,009.05","2,012.00","1,987.00","59.83K","-0.41%"
"23-07-2018","2,005.05","2,000.00","2,008.85","1,991.20","86.33K","0.46%"
"20-07-2018","1,995.95","1,983.05","2,000.00","1,983.00","62.27K","0.73%"
"19-07-2018","1,981.45","1,999.00","2,009.95","1,970.55","83.23K","-0.79%"
"18-07-2018","1,997.30","2,005.50","2,009.90","1,993.00","78.03K","-0.03%"
"17-07-2018","1,997.85","1,988.00","2,005.45","1,982.00","117.89K","0.46%"
"16-07-2018","1,988.80","1,985.05","1,996.00","1,978.40","112.08K","0.38%"
"13-07-2018","1,981.25","1,975.00","1,998.00","1,975.00","975.62K","0.52%"
"12-07-2018","1,971.00","1,984.00","1,992.00","1,961.50","602.50K","-0.43%"
"11-07-2018","1,979.60","1,900.00","1,995.00","1,894.00","1.16M","5.47%"
"10-07-2018","1,877.00","1,895.20","1,900.00","1,872.60","433.18K","-0.56%"
"09-07-2018","1,887.65","1,927.95","1,930.00","1,882.00","374.55K","-1.34%"
"06-07-2018","1,913.30","1,882.80","1,920.30","1,880.00","211.36K","1.68%"
"05-07-2018","1,881.70","1,875.20","1,887.00","1,864.00","110.45K","0.64%"
"04-07-2018","1,869.65","1,879.00","1,880.00","1,860.10","138.78K","-0.33%"
"03-07-2018","1,875.90","1,859.95","1,880.00","1,858.00","163.97K","1.09%"
"02-07-2018","1,855.60","1,829.95","1,859.95","1,829.95","151.42K","0.45%"
