"Date","Price","Open","High","Low","Vol.","Change %"
"11-03-2015","2,609.35","2,639.55","2,661.35","2,601.00","79.99K","-1.27%"
"10-03-2015","2,642.80","2,643.25","2,674.60","2,595.35","97.24K","-0.01%"
"09-03-2015","2,643.15","2,640.00","2,680.25","2,611.80","85.39K","-1.97%"
"05-03-2015","2,696.35","2,748.00","2,768.15","2,686.00","77.81K","-1.72%"
"04-03-2015","2,743.40","2,775.00","2,810.00","2,717.95","89.42K","-1.13%"
"03-03-2015","2,774.70","2,670.00","2,790.00","2,670.00","117.44K","3.92%"
"02-03-2015","2,670.15","2,675.10","2,707.00","2,653.25","41.19K","-0.19%"
"28-02-2015","2,675.30","2,666.00","2,689.90","2,646.20","63.44K","0.43%"
"27-02-2015","2,663.75","2,653.00","2,670.90","2,618.25","58.20K","0.28%"
"26-02-2015","2,656.35","2,675.00","2,694.20","2,626.30","50.29K","-0.56%"
"25-02-2015","2,671.30","2,708.00","2,722.95","2,668.00","45.35K","-1.32%"
"24-02-2015","2,707.15","2,697.50","2,727.00","2,681.60","77.77K","0.45%"
"23-02-2015","2,695.05","2,673.90","2,719.90","2,671.55","62.26K","0.76%"
"20-02-2015","2,674.85","2,680.10","2,694.95","2,643.85","57.36K","-0.18%"
"19-02-2015","2,679.70","2,648.00","2,685.00","2,635.00","80.07K","1.74%"
"18-02-2015","2,633.90","2,587.00","2,640.00","2,565.55","126.28K","1.88%"
"16-02-2015","2,585.25","2,550.00","2,593.45","2,550.00","85.90K","1.84%"
"13-02-2015","2,538.65","2,470.00","2,546.75","2,461.75","104.41K","3.08%"
"12-02-2015","2,462.80","2,479.00","2,479.00","2,448.00","43.56K","0.11%"
"11-02-2015","2,460.15","2,460.00","2,487.60","2,448.00","55.78K","0.70%"
"10-02-2015","2,442.95","2,505.00","2,524.20","2,436.00","151.84K","-2.87%"
"09-02-2015","2,515.15","2,575.00","2,575.00","2,501.00","57.09K","-2.36%"
"06-02-2015","2,576.00","2,552.00","2,592.00","2,551.90","70.49K","0.94%"
"05-02-2015","2,551.90","2,515.00","2,590.00","2,515.00","231.49K","1.51%"
"04-02-2015","2,514.00","2,565.00","2,569.65","2,503.45","48.22K","-1.60%"
"03-02-2015","2,554.80","2,501.00","2,560.00","2,501.00","91.11K","1.67%"
"02-02-2015","2,512.80","2,482.10","2,520.00","2,464.50","50.85K","1.28%"
"30-01-2015","2,481.00","2,545.00","2,574.95","2,470.15","150.77K","-2.37%"
"29-01-2015","2,541.35","2,535.00","2,558.40","2,512.10","52.84K","0.26%"
"28-01-2015","2,534.70","2,503.00","2,543.05","2,501.35","85.87K","1.27%"
"27-01-2015","2,502.80","2,519.90","2,519.90","2,490.10","52.19K","0.04%"
"23-01-2015","2,501.70","2,505.00","2,530.00","2,495.10","57.90K","-0.44%"
"22-01-2015","2,512.75","2,511.90","2,520.80","2,495.00","54.98K","0.06%"
"21-01-2015","2,511.35","2,516.00","2,519.00","2,490.10","60.26K","0.47%"
"20-01-2015","2,499.55","2,526.90","2,529.65","2,483.25","90.10K","-0.41%"
"19-01-2015","2,509.75","2,531.90","2,552.70","2,502.90","46.95K","-0.87%"
"16-01-2015","2,531.90","2,540.00","2,545.00","2,484.00","183.74K","-0.51%"
"15-01-2015","2,545.00","2,521.95","2,583.50","2,521.95","948.64K","1.07%"
"14-01-2015","2,518.15","2,503.55","2,530.80","2,503.00","41.13K","0.79%"
"13-01-2015","2,498.30","2,515.30","2,530.00","2,480.25","47.40K","-0.55%"
"12-01-2015","2,512.05","2,520.00","2,529.00","2,480.85","64.59K","-0.01%"
"09-01-2015","2,512.20","2,450.00","2,518.00","2,450.00","96.36K","2.80%"
"08-01-2015","2,443.85","2,445.00","2,450.00","2,423.05","52.62K","1.12%"
"07-01-2015","2,416.80","2,460.50","2,479.00","2,407.40","140.50K","-1.22%"
"06-01-2015","2,446.55","2,527.00","2,527.00","2,440.05","88.27K","-3.60%"
"05-01-2015","2,537.90","2,593.00","2,599.05","2,527.00","65.18K","-1.28%"
"02-01-2015","2,570.85","2,547.25","2,589.00","2,547.25","88.56K","0.89%"
"01-01-2015","2,548.20","2,554.35","2,563.50","2,542.00","17.64K","-0.25%"
"31-12-2014","2,554.70","2,526.00","2,560.00","2,526.00","26.04K","0.92%"
"30-12-2014","2,531.30","2,525.00","2,542.30","2,515.50","23.74K","0.26%"
"29-12-2014","2,524.70","2,505.10","2,535.00","2,505.10","26.19K","0.77%"
"26-12-2014","2,505.50","2,485.00","2,510.90","2,466.70","43.52K","0.98%"
"24-12-2014","2,481.15","2,516.00","2,518.50","2,473.95","37.81K","-1.43%"
"23-12-2014","2,517.05","2,518.20","2,535.00","2,496.15","31.14K","0.16%"
"22-12-2014","2,513.00","2,532.80","2,532.80","2,475.15","40.38K","0.16%"
"19-12-2014","2,508.95","2,464.00","2,520.25","2,464.00","50.45K","2.03%"
"18-12-2014","2,459.05","2,451.00","2,466.50","2,436.25","44.13K","0.60%"
"17-12-2014","2,444.30","2,450.00","2,471.90","2,405.70","66.95K","0.05%"
"16-12-2014","2,443.15","2,350.00","2,457.65","2,348.25","116.21K","3.40%"
"15-12-2014","2,362.80","2,393.80","2,393.80","2,356.45","119.81K","-3.78%"
"12-12-2014","2,455.70","2,499.00","2,521.85","2,427.00","101.06K","-1.48%"
"11-12-2014","2,492.55","2,511.80","2,522.95","2,485.30","53.55K","-0.71%"
"10-12-2014","2,510.40","2,512.00","2,531.00","2,498.60","46.59K","-0.28%"
"09-12-2014","2,517.45","2,520.00","2,558.45","2,512.45","54.81K","0.15%"
"08-12-2014","2,513.70","2,585.00","2,587.75","2,505.50","89.37K","-2.51%"
"05-12-2014","2,578.45","2,646.00","2,648.00","2,575.00","64.96K","-2.21%"
"04-12-2014","2,636.65","2,664.00","2,665.00","2,620.00","35.51K","0.06%"
"03-12-2014","2,635.05","2,661.15","2,668.10","2,619.00","62.40K","-0.79%"
"02-12-2014","2,656.05","2,692.00","2,709.00","2,647.15","58.10K","-1.38%"
"01-12-2014","2,693.15","2,643.00","2,700.00","2,643.00","61.25K","1.89%"
"28-11-2014","2,643.10","2,660.00","2,688.00","2,636.00","51.76K","-0.23%"
"27-11-2014","2,649.15","2,629.00","2,659.00","2,626.00","28.35K","0.78%"
"26-11-2014","2,628.75","2,620.00","2,652.60","2,617.60","34.84K","-0.23%"
"25-11-2014","2,634.75","2,650.00","2,680.00","2,620.00","39.20K","-0.66%"
"24-11-2014","2,652.20","2,612.05","2,656.25","2,612.05","67.75K","1.37%"
"21-11-2014","2,616.30","2,606.00","2,633.95","2,586.00","61.29K","0.42%"
"20-11-2014","2,605.45","2,594.95","2,610.00","2,563.40","60.47K","1.08%"
"19-11-2014","2,577.65","2,591.00","2,594.00","2,561.00","60.25K","-0.38%"
"18-11-2014","2,587.55","2,617.00","2,625.00","2,581.50","57.13K","-1.18%"
"17-11-2014","2,618.50","2,598.00","2,624.30","2,594.85","45.27K","0.48%"
"14-11-2014","2,606.00","2,585.50","2,612.50","2,577.00","44.82K","0.69%"
"13-11-2014","2,588.05","2,591.80","2,603.00","2,567.00","48.38K","-0.14%"
"12-11-2014","2,591.75","2,571.00","2,610.00","2,571.00","40.10K","0.55%"
"11-11-2014","2,577.55","2,582.00","2,593.60","2,558.85","36.37K","0.39%"
"10-11-2014","2,567.50","2,588.00","2,588.00","2,551.00","50.36K","-0.23%"
"07-11-2014","2,573.50","2,601.15","2,614.65","2,558.80","56.75K","-1.05%"
"05-11-2014","2,600.85","2,595.00","2,621.05","2,587.00","61.25K","0.45%"
"03-11-2014","2,589.30","2,645.00","2,645.40","2,580.90","136.58K","-0.59%"
"31-10-2014","2,604.55","2,562.00","2,620.00","2,562.00","354.49K","1.82%"
"30-10-2014","2,557.90","2,516.80","2,573.00","2,508.95","122.52K","2.21%"
"29-10-2014","2,502.65","2,477.90","2,509.00","2,475.00","68.62K","0.99%"
"28-10-2014","2,478.20","2,480.00","2,480.90","2,455.00","60.53K","0.81%"
"27-10-2014","2,458.30","2,515.05","2,515.05","2,451.00","95.61K","-0.29%"
"23-10-2014","2,465.40","2,460.00","2,472.00","2,455.90","31.27K","0.53%"
"22-10-2014","2,452.40","2,480.00","2,483.00","2,445.00","124.78K","0.78%"
"21-10-2014","2,433.45","2,431.00","2,444.25","2,415.65","97.55K","0.42%"
"20-10-2014","2,423.35","2,480.00","2,497.30","2,416.80","155.84K","-0.88%"
"17-10-2014","2,444.90","2,475.00","2,509.50","2,433.10","575.52K","-8.73%"
"16-10-2014","2,678.85","2,724.00","2,751.55","2,665.00","158.13K","-0.77%"
"14-10-2014","2,699.70","2,735.00","2,740.00","2,679.50","99.66K","-0.76%"
"13-10-2014","2,720.35","2,685.00","2,730.00","2,670.00","119.43K","1.54%"
"10-10-2014","2,679.15","2,709.90","2,724.90","2,668.90","156.97K","-1.00%"
"09-10-2014","2,706.10","2,690.00","2,721.20","2,688.00","50.91K","0.92%"
"08-10-2014","2,681.35","2,735.00","2,747.00","2,651.00","92.96K","-1.90%"
"07-10-2014","2,733.20","2,765.00","2,834.00","2,727.85","63.58K","-1.53%"
"01-10-2014","2,775.70","2,749.00","2,802.00","2,739.80","82.15K","1.37%"
"30-09-2014","2,738.20","2,770.00","2,779.95","2,712.15","156.84K","-1.08%"
"29-09-2014","2,768.00","2,699.00","2,777.80","2,677.65","107.04K","3.17%"
"26-09-2014","2,682.85","2,715.00","2,723.85","2,670.10","45.83K","-0.92%"
"25-09-2014","2,707.65","2,650.00","2,725.80","2,650.00","60.74K","2.43%"
"24-09-2014","2,643.45","2,695.00","2,698.70","2,632.35","71.64K","-1.69%"
"23-09-2014","2,688.90","2,726.00","2,780.00","2,683.30","72.67K","-1.17%"
"22-09-2014","2,720.60","2,708.10","2,735.00","2,680.00","47.95K","0.46%"
"19-09-2014","2,708.05","2,638.05","2,733.25","2,638.05","113.60K","2.71%"
"18-09-2014","2,636.65","2,592.00","2,648.80","2,581.00","47.46K","1.86%"
"17-09-2014","2,588.45","2,570.00","2,604.70","2,563.85","50.32K","1.31%"
"16-09-2014","2,554.90","2,569.00","2,573.95","2,548.30","37.66K","-0.15%"
"15-09-2014","2,558.75","2,607.50","2,614.80","2,554.15","47.80K","-1.81%"
"12-09-2014","2,605.85","2,595.90","2,623.45","2,593.00","27.97K","0.38%"
"11-09-2014","2,596.10","2,620.00","2,625.00","2,592.00","37.57K","-0.27%"
"10-09-2014","2,603.25","2,633.00","2,655.00","2,595.05","51.16K","-1.03%"
"09-09-2014","2,630.30","2,650.00","2,667.00","2,626.00","39.45K","-0.22%"
"08-09-2014","2,636.05","2,605.50","2,650.00","2,600.60","129.85K","1.50%"
"05-09-2014","2,597.00","2,592.00","2,620.00","2,583.10","37.27K","0.50%"
"04-09-2014","2,584.15","2,613.00","2,627.30","2,578.50","87.68K","-0.66%"
"03-09-2014","2,601.30","2,550.00","2,612.95","2,541.00","159.23K","2.45%"
"02-09-2014","2,539.10","2,540.00","2,552.00","2,515.00","47.34K","0.07%"
"01-09-2014","2,537.25","2,525.00","2,560.00","2,523.05","46.16K","0.50%"
"28-08-2014","2,524.60","2,560.00","2,560.00","2,517.10","37.65K","-0.82%"
"27-08-2014","2,545.35","2,538.90","2,565.80","2,515.90","65.82K","0.47%"
"26-08-2014","2,533.45","2,521.00","2,549.90","2,499.00","84.73K","0.49%"
"25-08-2014","2,521.15","2,470.00","2,525.40","2,469.70","139.03K","2.42%"
"22-08-2014","2,461.65","2,445.00","2,468.00","2,438.00","107.28K","1.22%"
"21-08-2014","2,431.95","2,441.00","2,460.00","2,425.95","109.97K","-0.18%"
"20-08-2014","2,436.45","2,470.00","2,470.00","2,431.50","104.88K","-0.08%"
"19-08-2014","2,438.35","2,498.00","2,500.00","2,435.10","117.25K","-1.93%"
"18-08-2014","2,486.45","2,494.00","2,505.60","2,473.40","36.71K","-0.40%"
"14-08-2014","2,496.55","2,500.00","2,529.95","2,488.10","55.88K","0.07%"
"13-08-2014","2,494.90","2,470.00","2,528.95","2,470.00","71.13K","0.86%"
"12-08-2014","2,473.70","2,480.00","2,484.15","2,441.00","34.89K","0.20%"
"11-08-2014","2,468.75","2,500.00","2,501.00","2,455.20","32.57K","-0.29%"
"08-08-2014","2,476.00","2,470.00","2,505.65","2,465.00","50.43K","0.23%"
"07-08-2014","2,470.20","2,500.00","2,501.00","2,458.50","67.39K","-1.56%"
"06-08-2014","2,509.40","2,524.00","2,534.70","2,494.00","47.75K","-0.52%"
"05-08-2014","2,522.55","2,550.00","2,550.00","2,491.90","56.15K","-0.17%"
"04-08-2014","2,526.95","2,522.20","2,542.00","2,488.10","61.91K","0.42%"
"01-08-2014","2,516.45","2,577.00","2,588.00","2,509.00","60.59K","-2.36%"
"31-07-2014","2,577.30","2,578.80","2,591.75","2,569.30","33.36K","-0.62%"
"30-07-2014","2,593.45","2,580.00","2,609.90","2,575.10","33.46K","0.18%"
"28-07-2014","2,588.70","2,585.00","2,599.80","2,555.00","51.94K","0.93%"
"25-07-2014","2,564.95","2,555.15","2,573.22","2,529.36","63.11K","0.40%"
"24-07-2014","2,554.71","2,559.09","2,560.08","2,527.34","86.14K","0.30%"
"23-07-2014","2,547.18","2,501.98","2,555.15","2,494.11","106.66K","2.21%"
"22-07-2014","2,492.19","2,430.01","2,500.01","2,425.87","92.28K","2.71%"
"21-07-2014","2,426.46","2,412.33","2,432.07","2,406.57","48.75K","0.89%"
"18-07-2014","2,405.14","2,413.36","2,447.83","2,397.61","198.73K","2.58%"
"17-07-2014","2,344.54","2,376.74","2,391.46","2,339.57","67.38K","-0.84%"
"16-07-2014","2,364.48","2,365.12","2,380.18","2,351.58","49.69K","0.05%"
"15-07-2014","2,363.34","2,389.73","2,402.34","2,358.22","40.88K","-1.01%"
"14-07-2014","2,387.47","2,377.92","2,399.48","2,348.43","56.71K","1.11%"
"11-07-2014","2,361.18","2,339.52","2,372.01","2,332.33","69.57K","2.13%"
"10-07-2014","2,311.85","2,359.31","2,387.76","2,300.13","94.77K","-2.06%"
"09-07-2014","2,360.49","2,412.38","2,433.11","2,349.36","61.12K","-2.14%"
"08-07-2014","2,412.08","2,451.77","2,451.77","2,397.61","63.45K","-1.36%"
"07-07-2014","2,445.37","2,372.99","2,454.23","2,372.99","80.91K","3.06%"
"04-07-2014","2,372.80","2,380.63","2,388.80","2,365.07","24.51K","-0.33%"
"03-07-2014","2,380.63","2,370.04","2,392.69","2,356.26","8.70K","0.86%"
"02-07-2014","2,360.24","2,358.22","2,375.65","2,348.38","42.34K","0.28%"
"01-07-2014","2,353.70","2,377.92","2,385.79","2,346.51","39.22K","-1.20%"
"30-06-2014","2,382.30","2,365.12","2,389.73","2,340.99","75.63K","0.88%"
"27-06-2014","2,361.57","2,284.38","2,368.02","2,281.23","175.08K","3.85%"
"26-06-2014","2,273.94","2,269.61","2,307.02","2,256.02","56.66K","-0.02%"
"25-06-2014","2,274.43","2,271.58","2,282.41","2,259.76","35.40K","0.24%"
"24-06-2014","2,268.92","2,229.97","2,279.45","2,222.20","59.99K","1.75%"
"23-06-2014","2,229.97","2,250.90","2,263.70","2,215.50","47.91K","-0.95%"
"20-06-2014","2,251.39","2,244.99","2,258.48","2,227.27","55.95K","0.50%"
"19-06-2014","2,240.17","2,192.80","2,248.93","2,177.05","293.88K","2.23%"
"18-06-2014","2,191.28","2,252.87","2,252.97","2,186.01","92.02K","-2.31%"
"17-06-2014","2,243.17","2,246.02","2,261.58","2,235.14","53.02K","0.42%"
"16-06-2014","2,233.72","2,180.99","2,239.18","2,180.99","105.71K","2.43%"
"13-06-2014","2,180.69","2,200.68","2,201.42","2,154.40","116.48K","-0.78%"
"12-06-2014","2,197.83","2,213.58","2,215.94","2,151.06","92.94K","1.22%"
"11-06-2014","2,171.39","2,129.79","2,177.89","2,107.53","145.70K","2.23%"
"10-06-2014","2,123.98","2,087.35","2,126.83","2,081.49","74.07K","1.98%"
"09-06-2014","2,082.77","2,052.98","2,086.46","2,048.06","95.61K","1.50%"
"06-06-2014","2,052.05","2,077.60","2,077.60","2,030.83","154.04K","-1.02%"
"05-06-2014","2,073.22","2,059.78","2,079.96","2,037.23","87.95K","0.77%"
"04-06-2014","2,057.32","2,099.26","2,102.22","2,048.06","82.18K","-1.92%"
"03-06-2014","2,097.59","2,097.29","2,105.66","2,073.66","123.53K","0.02%"
"02-06-2014","2,097.20","2,114.03","2,120.93","2,084.49","34.94K","-0.67%"
"30-05-2014","2,111.28","2,126.83","2,135.84","2,099.31","33.46K","-0.69%"
"29-05-2014","2,125.95","2,121.91","2,143.57","2,102.22","45.39K","0.43%"
"28-05-2014","2,116.84","2,099.26","2,126.83","2,089.86","185.58K","0.91%"
"27-05-2014","2,097.74","2,122.89","2,150.17","2,083.56","60.19K","-1.08%"
"26-05-2014","2,120.58","2,102.22","2,136.68","2,100.25","65.65K","1.23%"
"23-05-2014","2,094.73","2,088.43","2,114.87","2,067.75","69.79K","0.86%"
"22-05-2014","2,076.91","2,057.91","2,085.72","2,042.15","76.74K","1.41%"
"21-05-2014","2,048.01","2,033.29","2,055.74","2,024.43","63.96K","0.82%"
"20-05-2014","2,031.37","2,002.77","2,056.92","1,995.04","88.34K","1.39%"
"19-05-2014","2,003.46","2,126.83","2,126.83","1,969.78","302.93K","-5.69%"
"16-05-2014","2,124.42","2,159.33","2,219.05","2,068.79","604.07K","-1.64%"
"15-05-2014","2,159.77","2,182.96","2,183.70","2,139.88","262.56K","-0.96%"
"14-05-2014","2,180.74","2,176.07","2,203.14","2,169.62","72.73K","0.19%"
"13-05-2014","2,176.71","2,141.60","2,203.59","2,136.68","115.38K","2.36%"
"12-05-2014","2,126.54","2,126.83","2,133.73","2,092.86","303.20K","-0.07%"
"09-05-2014","2,128.01","2,126.83","2,150.46","2,118.86","127.66K","-0.19%"
"08-05-2014","2,132.10","2,131.76","2,147.51","2,117.87","159.00K","-0.05%"
"07-05-2014","2,133.09","2,157.36","2,168.88","2,109.11","261.02K","-1.48%"
"06-05-2014","2,165.19","2,185.91","2,185.91","2,157.46","29.71K","-0.68%"
"05-05-2014","2,179.91","2,176.07","2,194.77","2,171.14","39.85K","0.23%"
"02-05-2014","2,174.93","2,160.31","2,185.12","2,153.42","52.02K","0.89%"
"30-04-2014","2,155.78","2,160.31","2,173.06","2,148.40","53.21K","-0.19%"
"29-04-2014","2,159.82","2,159.03","2,171.73","2,146.53","44.79K","0.10%"
"28-04-2014","2,157.60","2,188.87","2,188.87","2,146.58","50.95K","-0.50%"
"25-04-2014","2,168.43","2,180.00","2,200.39","2,161.30","53.74K","-0.57%"
"23-04-2014","2,180.94","2,190.93","2,205.60","2,168.14","132.68K","-0.24%"
"22-04-2014","2,186.21","2,193.10","2,214.42","2,183.94","64.48K","-0.01%"
"21-04-2014","2,186.40","2,190.84","2,207.57","2,178.87","67.47K","0.14%"
"17-04-2014","2,183.40","2,183.94","2,195.76","2,110.19","297.20K","1.02%"
"16-04-2014","2,161.30","2,235.14","2,235.14","2,151.45","148.38K","-2.51%"
"15-04-2014","2,216.98","2,130.48","2,224.12","2,130.48","180.26K","4.06%"
"11-04-2014","2,130.48","2,093.16","2,140.62","2,068.89","103.96K","1.75%"
"10-04-2014","2,093.90","2,107.14","2,115.02","2,085.43","60.78K","-0.39%"
"09-04-2014","2,102.12","2,125.85","2,126.88","2,072.68","132.77K","-0.72%"
"07-04-2014","2,117.38","2,117.38","2,141.60","2,088.53","153.32K","0.51%"
"04-04-2014","2,106.70","2,137.66","2,152.43","2,098.77","69.05K","-1.25%"
"03-04-2014","2,133.43","2,137.66","2,147.41","2,116.35","54.04K","-0.23%"
"02-04-2014","2,138.30","2,146.33","2,166.22","2,128.80","91.40K","-0.04%"
"01-04-2014","2,139.09","2,112.06","2,147.51","2,107.14","115.73K","2.08%"
"31-03-2014","2,095.57","2,072.68","2,103.15","2,051.11","93.44K","1.08%"
"28-03-2014","2,073.22","2,067.75","2,107.14","2,052.98","89.80K","0.51%"
"27-03-2014","2,062.68","2,067.75","2,079.77","2,034.97","108.82K","-0.17%"
"26-03-2014","2,066.13","2,118.46","2,121.52","2,060.86","296.30K","-2.21%"
"25-03-2014","2,112.75","2,116.69","2,138.65","2,097.29","80.30K","-0.31%"
"24-03-2014","2,119.30","2,099.26","2,124.13","2,096.56","486.64K","1.26%"
"22-03-2014","2,092.91","2,094.34","2,108.03","2,085.43","10.52K","0.01%"
"21-03-2014","2,092.72","2,089.42","2,110.88","2,054.95","341.48K","0.83%"
"20-03-2014","2,075.53","2,007.69","2,088.43","1,983.76","204.40K","3.28%"
"19-03-2014","2,009.61","2,046.09","2,046.09","1,984.06","281.72K","-3.84%"
"18-03-2014","2,089.96","2,106.84","2,116.99","2,077.60","76.55K","-0.87%"
"14-03-2014","2,108.27","2,116.49","2,127.82","2,093.40","63.80K","-0.57%"
"13-03-2014","2,120.38","2,121.91","2,167.70","2,105.17","85.39K","-1.16%"
"12-03-2014","2,145.30","2,113.20","2,155.73","2,113.20","64.43K","1.33%"
"11-03-2014","2,117.04","2,115.21","2,143.72","2,091.39","100.50K","0.31%"
"10-03-2014","2,110.59","2,190.84","2,192.80","2,102.71","136.01K","-3.67%"
"07-03-2014","2,190.93","2,215.45","2,215.45","2,118.66","530.99K","-0.72%"
"06-03-2014","2,206.74","2,219.39","2,224.31","2,187.88","38.63K","-0.40%"
"05-03-2014","2,215.60","2,218.45","2,249.22","2,208.56","148.06K","0.32%"
"04-03-2014","2,208.51","2,203.64","2,220.52","2,190.84","45.16K","0.09%"
"03-03-2014","2,206.44","2,235.14","2,261.63","2,198.91","65.92K","-1.41%"
"28-02-2014","2,237.90","2,134.71","2,242.04","2,126.83","146.96K","4.14%"
"26-02-2014","2,148.89","2,157.36","2,161.30","2,145.10","34.60K","-0.27%"
"25-02-2014","2,154.70","2,156.37","2,165.92","2,148.00","52.85K","0.46%"
"24-02-2014","2,144.75","2,172.13","2,172.13","2,137.86","90.69K","-1.23%"
"21-02-2014","2,171.49","2,169.17","2,177.05","2,158.34","33.63K","0.57%"
"20-02-2014","2,159.18","2,168.39","2,187.39","2,152.88","67.69K","-0.25%"
"19-02-2014","2,164.69","2,137.66","2,175.82","2,127.57","47.04K","1.49%"
"18-02-2014","2,132.89","2,133.43","2,156.27","2,125.55","33.95K","-0.11%"
"17-02-2014","2,135.30","2,135.70","2,153.42","2,116.54","101.27K","0.11%"
"14-02-2014","2,132.99","2,106.16","2,150.86","2,095.82","74.97K","1.52%"
"13-02-2014","2,100.99","2,076.62","2,106.16","2,066.77","82.75K","1.42%"
"12-02-2014","2,071.50","2,091.09","2,091.19","2,062.93","63.26K","0.13%"
"11-02-2014","2,068.74","2,062.83","2,093.36","2,062.83","101.27K","0.35%"
"10-02-2014","2,061.55","2,112.06","2,115.02","2,055.94","108.34K","-2.32%"
"07-02-2014","2,110.44","2,151.45","2,157.65","2,098.72","80.06K","-1.44%"
"06-02-2014","2,141.36","2,156.37","2,156.37","2,109.11","102.16K","-0.74%"
"05-02-2014","2,157.41","2,126.83","2,161.30","2,111.08","81.26K","1.66%"
"04-02-2014","2,122.11","2,145.59","2,145.59","2,082.52","129.29K","-1.89%"
"03-02-2014","2,162.92","2,192.80","2,209.54","2,158.34","53.52K","-1.77%"
"31-01-2014","2,201.86","2,195.76","2,234.90","2,187.44","126.44K","0.83%"
"30-01-2014","2,183.84","2,170.16","2,194.77","2,156.42","81.26K","0.38%"
"29-01-2014","2,175.62","2,196.84","2,199.70","2,169.17","58.98K","-0.17%"
"28-01-2014","2,179.31","2,190.34","2,213.19","2,164.15","214.87K","-0.76%"
"27-01-2014","2,196.05","2,201.67","2,223.33","2,187.88","66.51K","-0.79%"
"24-01-2014","2,213.63","2,219.39","2,248.93","2,206.64","92.19K","-0.27%"
"23-01-2014","2,219.54","2,238.98","2,242.04","2,204.72","81.82K","-0.89%"
"22-01-2014","2,239.43","2,259.76","2,260.74","2,230.96","96.90K","-0.28%"
"21-01-2014","2,245.63","2,294.37","2,304.07","2,240.90","149.01K","-2.46%"
"20-01-2014","2,302.35","2,185.91","2,312.83","2,181.97","281.32K","5.53%"
"17-01-2014","2,181.63","2,264.68","2,264.68","2,176.11","384.03K","-5.77%"
"16-01-2014","2,315.25","2,343.46","2,343.46","2,285.46","139.18K","-0.12%"
"15-01-2014","2,318.10","2,307.02","2,340.50","2,292.40","136.68K","1.12%"
"14-01-2014","2,292.40","2,343.46","2,347.59","2,287.13","88.33K","-1.78%"
"13-01-2014","2,333.90","2,254.84","2,345.67","2,253.85","129.47K","3.88%"
"10-01-2014","2,246.76","2,215.45","2,271.58","2,202.06","133.48K","1.70%"
"09-01-2014","2,209.20","2,195.76","2,220.13","2,188.87","72.83K","0.48%"
"08-01-2014","2,198.71","2,180.84","2,208.07","2,171.24","75.97K","1.12%"
"07-01-2014","2,174.29","2,203.93","2,220.18","2,166.81","67.55K","-1.40%"
"06-01-2014","2,205.21","2,191.82","2,209.20","2,163.27","72.59K","0.79%"
"03-01-2014","2,187.88","2,141.60","2,194.04","2,117.97","133.60K","2.76%"
"02-01-2014","2,129.10","2,126.83","2,153.57","2,116.99","58.66K","0.40%"
"01-01-2014","2,120.63","2,146.53","2,151.45","2,118.02","36.65K","-0.79%"
"31-12-2013","2,137.62","2,127.03","2,149.78","2,118.96","73.96K","0.61%"
"30-12-2013","2,124.57","2,131.76","2,141.41","2,114.03","69.04K","-0.06%"
"27-12-2013","2,125.80","2,069.72","2,133.53","2,069.72","120.08K","2.83%"
"26-12-2013","2,067.21","2,078.59","2,084.49","2,057.91","51.43K","-0.55%"
"24-12-2013","2,078.73","2,088.43","2,096.36","2,072.68","37.73K","0.07%"
"23-12-2013","2,077.21","2,097.29","2,110.73","2,066.77","99.69K","-0.47%"
"20-12-2013","2,087.00","2,063.62","2,097.15","2,023.45","123.91K","1.84%"
"19-12-2013","2,049.39","2,033.29","2,076.52","2,029.35","115.08K","1.32%"
"18-12-2013","2,022.76","2,013.60","2,039.10","2,013.60","61.32K","0.40%"
"17-12-2013","2,014.68","2,000.80","2,033.49","2,000.80","212.29K","1.43%"
"16-12-2013","1,986.32","1,977.17","2,008.38","1,974.80","73.10K","0.72%"
"13-12-2013","1,972.15","2,014.58","2,014.58","1,929.90","119.94K","-1.18%"
"12-12-2013","1,995.73","2,017.34","2,038.22","1,992.92","61.34K","-1.44%"
"11-12-2013","2,024.97","2,039.30","2,057.76","2,013.60","102.52K","-1.23%"
"10-12-2013","2,050.28","1,977.86","2,056.92","1,974.21","246.23K","3.95%"
"09-12-2013","1,972.29","1,988.98","1,998.83","1,968.70","127.99K","0.15%"
"06-12-2013","1,969.24","1,959.59","1,979.14","1,959.59","52.45K","0.49%"
"05-12-2013","1,959.59","1,984.06","2,003.95","1,956.00","57.68K","-0.62%"
"04-12-2013","1,971.85","1,989.72","1,998.83","1,965.99","54.82K","-0.87%"
"03-12-2013","1,989.18","1,980.17","2,008.68","1,980.17","146.43K","0.30%"
"02-12-2013","1,983.27","1,970.27","1,988.98","1,970.27","45.31K","0.48%"
"29-11-2013","1,973.82","1,954.03","1,984.01","1,952.55","79.64K","1.01%"
"28-11-2013","1,954.03","1,964.37","1,966.43","1,939.85","77.28K","-0.02%"
"27-11-2013","1,954.42","1,978.15","1,979.09","1,946.64","37.45K","-0.52%"
"26-11-2013","1,964.66","1,990.95","1,990.95","1,959.44","62.42K","-0.86%"
"25-11-2013","1,981.75","1,974.51","1,995.38","1,964.37","65.95K","0.60%"
"22-11-2013","1,969.98","1,969.29","1,980.71","1,956.64","86.12K","0.56%"
"21-11-2013","1,959.00","1,993.02","2,004.24","1,952.55","88.55K","-1.69%"
"20-11-2013","1,992.63","2,008.68","2,019.01","1,989.08","56.41K","-0.32%"
