"Date","Price","Open","High","Low","Vol.","Change %"
"05-01-2010","325.10","324.93","326.26","322.46","6.90M","0.34%"
"04-01-2010","324.01","323.69","326.17","321.87","4.07M","0.44%"
"31-12-2009","322.59","320.59","324.19","320.59","9.26M","0.82%"
"30-12-2009","319.97","318.37","323.69","317.95","4.97M","0.11%"
"29-12-2009","319.62","321.84","322.69","317.90","6.28M","-0.56%"
"24-12-2009","321.43","321.69","322.45","317.51","5.58M","0.31%"
"23-12-2009","320.44","311.41","321.83","311.41","10.71M","3.25%"
"22-12-2009","310.35","312.52","313.78","309.65","5.76M","-0.31%"
"21-12-2009","311.30","307.92","315.60","307.17","8.77M","-0.63%"
"18-12-2009","313.27","317.99","317.99","311.16","11.18M","-1.29%"
"17-12-2009","317.37","315.63","318.97","314.41","8.60M","0.55%"
"16-12-2009","315.62","310.79","316.99","308.39","9.16M","1.55%"
"15-12-2009","310.80","308.81","311.91","308.21","8.75M","0.29%"
"14-12-2009","309.89","304.47","312.28","303.85","9.19M","1.54%"
"11-12-2009","305.18","305.71","308.64","304.04","6.84M","0.32%"
"10-12-2009","304.21","305.64","305.64","301.38","4.52M","-0.15%"
"09-12-2009","304.66","301.37","305.34","300.39","7.67M","0.41%"
"08-12-2009","303.41","297.61","303.97","295.19","8.61M","2.34%"
"07-12-2009","296.48","297.01","300.93","294.55","6.89M","0.29%"
"04-12-2009","295.61","295.41","300.56","293.96","7.72M","0.28%"
"03-12-2009","294.79","297.89","300.00","293.19","7.34M","-0.77%"
"02-12-2009","297.08","298.25","298.64","292.44","7.41M","-0.01%"
"01-12-2009","297.12","301.00","301.00","292.07","6.51M","0.69%"
"30-11-2009","295.09","291.77","296.77","291.48","7.01M","2.21%"
"27-11-2009","288.70","292.19","297.03","286.13","8.17M","-2.74%"
"26-11-2009","296.83","303.23","303.28","293.55","7.64M","-1.85%"
"25-11-2009","302.43","302.11","304.72","299.66","5.03M","0.16%"
"24-11-2009","301.95","299.22","303.46","296.44","7.33M","1.15%"
"23-11-2009","298.51","300.24","300.24","296.53","4.66M","-0.81%"
"20-11-2009","300.96","297.78","303.72","295.17","6.16M","0.70%"
"19-11-2009","298.88","293.66","300.13","293.66","6.50M","-0.96%"
"18-11-2009","301.78","297.60","303.03","297.56","8.82M","1.46%"
"17-11-2009","297.44","292.20","298.24","292.20","8.15M","1.97%"
"16-11-2009","291.69","293.60","294.51","289.62","5.10M","-0.33%"
"13-11-2009","292.65","289.33","294.48","286.81","7.25M","1.43%"
"12-11-2009","288.52","283.60","291.32","283.60","8.00M","0.85%"
"11-11-2009","286.08","274.33","287.11","274.08","9.47M","4.00%"
"10-11-2009","275.07","281.03","281.51","272.92","6.13M","-0.63%"
"09-11-2009","276.82","276.56","277.80","272.84","5.09M","0.61%"
"06-11-2009","275.15","277.85","279.04","271.92","6.60M","-0.14%"
"05-11-2009","275.53","276.09","278.08","268.48","9.02M","-0.69%"
"04-11-2009","277.45","267.76","280.28","267.76","12.77M","4.39%"
"03-11-2009","265.78","273.21","278.71","264.17","12.04M","-2.86%"
"30-10-2009","273.61","276.32","278.92","265.67","14.28M","-0.10%"
"29-10-2009","273.88","278.92","278.92","272.25","15.26M","-2.14%"
"28-10-2009","279.87","277.88","281.28","275.37","12.26M","0.63%"
"27-10-2009","278.13","280.90","285.24","274.78","14.34M","-1.38%"
"26-10-2009","282.01","280.95","285.17","276.56","10.03M","0.62%"
"23-10-2009","280.28","276.56","282.14","274.35","12.53M","2.12%"
"22-10-2009","274.47","272.84","279.04","271.75","15.12M","-0.16%"
"21-10-2009","274.90","273.44","277.68","270.36","12.90M","1.29%"
"20-10-2009","271.40","272.72","275.70","269.15","12.59M","-0.23%"
"17-10-2009","272.02","273.46","274.56","270.04","829.42K","0.15%"
"16-10-2009","271.60","275.08","277.75","270.99","8.31M","-1.24%"
"15-10-2009","275.00","280.90","281.73","271.11","7.20M","-1.70%"
"14-10-2009","279.77","283.76","283.76","274.21","8.16M","0.73%"
"12-10-2009","277.73","271.60","278.42","271.35","9.15M","2.84%"
"09-10-2009","270.06","276.56","282.37","268.70","25.90M","-1.50%"
"08-10-2009","274.18","280.53","280.90","271.51","18.07M","-1.86%"
"07-10-2009","279.38","287.11","288.73","276.19","15.84M","-2.58%"
"06-10-2009","286.78","290.19","291.77","282.92","10.45M","-0.46%"
"05-10-2009","288.11","287.11","289.59","284.15","7.02M","-0.58%"
"01-10-2009","289.80","288.97","291.45","283.79","15.05M","1.31%"
"30-09-2009","286.04","280.78","288.35","280.78","8.04M","0.48%"
"29-09-2009","284.67","282.66","285.24","281.92","6.78M","2.45%"
"25-09-2009","277.87","283.99","284.29","276.95","21.20M","-1.92%"
"24-09-2009","283.32","290.21","290.21","280.28","44.17M","-3.48%"
"23-09-2009","293.55","297.65","298.12","292.45","10.93M","-1.79%"
"22-09-2009","298.91","292.59","300.25","291.46","13.27M","1.94%"
"18-09-2009","293.21","291.64","296.16","290.40","5.98M","0.10%"
"17-09-2009","292.92","288.97","293.90","287.73","10.26M","1.80%"
"16-09-2009","287.73","282.75","288.35","281.80","10.09M","2.18%"
"15-09-2009","281.59","278.54","282.14","277.80","6.43M","0.91%"
"14-09-2009","279.06","276.30","280.75","276.30","6.30M","-0.76%"
"11-09-2009","281.20","273.82","282.13","273.82","9.59M","1.21%"
"10-09-2009","277.84","274.58","279.03","274.58","8.82M","2.31%"
"09-09-2009","271.57","273.48","275.14","269.99","7.56M","-0.64%"
"08-09-2009","273.31","276.33","277.68","272.51","7.91M","-0.92%"
"07-09-2009","275.84","274.70","276.56","272.37","8.13M","1.05%"
"04-09-2009","272.97","270.36","274.83","268.02","9.01M","0.63%"
"03-09-2009","271.26","269.25","273.34","264.89","13.64M","1.04%"
"02-09-2009","268.48","265.40","270.36","262.92","7.85M","0.93%"
"01-09-2009","266.01","265.40","271.60","263.24","11.45M","0.65%"
"31-08-2009","264.30","268.58","268.58","263.20","10.79M","-2.72%"
"28-08-2009","271.68","270.49","272.72","265.55","7.29M","-0.06%"
"27-08-2009","271.83","270.33","273.34","267.96","13.12M","0.56%"
"26-08-2009","270.32","261.06","271.35","261.06","14.30M","4.04%"
"25-08-2009","259.82","254.39","261.05","252.38","8.15M","0.92%"
"24-08-2009","257.45","255.47","258.51","254.32","5.92M","2.11%"
"21-08-2009","252.14","247.42","253.62","244.32","9.84M","2.14%"
"20-08-2009","246.85","244.44","247.62","243.08","4.70M","2.00%"
"19-08-2009","242.02","246.18","246.18","239.98","7.61M","-1.11%"
"18-08-2009","244.73","244.32","247.67","242.46","10.88M","-0.46%"
"17-08-2009","245.87","251.15","251.15","244.47","10.80M","-2.93%"
"14-08-2009","253.29","256.10","256.10","251.26","4.91M","-1.04%"
"13-08-2009","255.95","254.38","258.42","252.58","11.46M","1.03%"
"12-08-2009","253.35","256.47","256.72","247.54","7.31M","-2.01%"
"11-08-2009","258.54","257.84","261.68","255.41","9.21M","-0.15%"
"10-08-2009","258.92","254.24","262.30","254.24","12.41M","2.36%"
"07-08-2009","252.96","255.23","255.23","251.15","9.85M","-0.91%"
"06-08-2009","255.28","260.44","260.44","253.01","6.83M","-1.92%"
"05-08-2009","260.27","255.44","261.31","255.44","10.35M","2.69%"
"04-08-2009","253.46","257.96","258.88","250.64","9.58M","-1.58%"
"03-08-2009","257.52","255.98","259.62","254.01","14.64M","0.59%"
"31-07-2009","256.02","252.00","257.84","251.35","16.58M","2.50%"
"30-07-2009","249.77","246.33","250.77","246.33","22.28M","1.47%"
"29-07-2009","246.14","243.12","247.78","241.12","13.93M","-0.62%"
"28-07-2009","247.67","249.90","252.82","243.95","14.10M","-1.52%"
"27-07-2009","251.50","248.04","253.61","247.46","10.44M","1.21%"
"24-07-2009","248.49","243.09","250.15","243.09","14.04M","2.29%"
"23-07-2009","242.92","238.12","245.38","238.12","17.29M","2.03%"
"22-07-2009","238.09","240.99","244.91","234.73","15.31M","-1.20%"
"21-07-2009","240.99","243.69","244.32","238.81","14.52M","-1.43%"
"20-07-2009","244.49","231.93","247.29","231.93","20.08M","5.63%"
"17-07-2009","231.46","223.51","232.41","223.48","12.57M","3.97%"
"16-07-2009","222.63","223.24","225.42","219.13","9.39M","0.19%"
"15-07-2009","222.20","223.44","226.14","217.65","15.57M","-1.11%"
"14-07-2009","224.70","219.50","225.71","217.17","11.65M","2.36%"
"13-07-2009","219.53","212.42","220.12","210.97","8.25M","2.84%"
"10-07-2009","213.46","210.83","219.49","206.49","24.21M","2.60%"
"09-07-2009","208.05","212.07","212.07","207.11","10.92M","-1.69%"
"08-07-2009","211.63","214.43","215.55","209.59","9.02M","-1.81%"
"07-07-2009","215.53","222.86","222.86","213.93","12.69M","-1.32%"
"06-07-2009","218.42","224.48","225.64","217.08","13.55M","-2.43%"
"03-07-2009","223.87","221.40","225.22","216.74","8.89M","0.47%"
"02-07-2009","222.82","222.14","223.73","218.91","8.42M","0.08%"
"01-07-2009","222.64","219.58","224.69","218.84","7.99M","1.05%"
"30-06-2009","220.32","222.62","223.11","218.05","8.96M","-0.36%"
"29-06-2009","221.12","230.66","256.72","219.64","9.80M","-2.42%"
"26-06-2009","226.60","221.37","228.20","217.65","12.95M","3.87%"
"25-06-2009","218.16","218.83","222.96","216.81","13.23M","0.09%"
"24-06-2009","217.97","217.08","220.12","213.59","10.19M","0.58%"
"23-06-2009","216.71","215.95","219.50","210.96","12.63M","-1.08%"
"22-06-2009","219.07","220.78","221.90","216.79","9.42M","-0.22%"
"19-06-2009","219.56","214.31","221.39","212.96","14.97M","2.58%"
"18-06-2009","214.03","209.84","218.52","209.05","12.71M","0.84%"
"17-06-2009","212.25","210.59","216.05","207.90","13.47M","-0.77%"
"16-06-2009","213.89","211.83","215.17","208.97","9.52M","0.55%"
"15-06-2009","212.71","213.92","220.25","208.87","16.61M","-0.77%"
"12-06-2009","214.36","218.40","220.13","212.45","9.47M","-1.28%"
"11-06-2009","217.15","228.74","228.74","213.39","16.26M","-3.20%"
"10-06-2009","224.33","221.99","227.95","218.65","17.73M","0.78%"
"09-06-2009","222.59","214.55","223.24","213.34","16.88M","3.03%"
"08-06-2009","216.05","210.59","217.28","209.84","11.28M","2.54%"
"05-06-2009","210.70","204.88","212.69","202.77","16.59M","4.23%"
"04-06-2009","202.14","202.75","204.56","198.56","10.95M","-0.71%"
"03-06-2009","203.58","209.38","211.83","200.07","13.71M","-2.79%"
"02-06-2009","209.43","210.81","211.83","206.24","10.43M","0.73%"
"01-06-2009","207.92","200.33","209.06","199.09","13.19M","4.45%"
"29-05-2009","199.06","197.04","200.29","195.33","13.92M","1.65%"
"28-05-2009","195.83","188.21","202.03","188.21","20.87M","-0.57%"
"27-05-2009","196.96","193.72","198.06","192.99","9.90M","2.62%"
"26-05-2009","191.94","189.02","193.54","187.41","11.65M","2.42%"
"25-05-2009","187.40","189.75","189.75","184.86","10.46M","-0.74%"
"22-05-2009","188.79","184.79","189.63","184.18","9.12M","1.32%"
"21-05-2009","186.33","188.63","192.85","185.04","19.42M","-1.86%"
"20-05-2009","189.86","193.22","199.42","187.93","33.41M","-1.80%"
"19-05-2009","193.34","212.23","222.62","191.98","44.42M","-13.40%"
"18-05-2009","223.25","211.45","236.99","208.48","139.62K","13.02%"
"15-05-2009","197.54","194.83","199.30","193.54","8.38M","1.64%"
"14-05-2009","194.36","190.99","196.94","190.11","8.55M","-0.43%"
"13-05-2009","195.20","198.46","198.46","193.47","7.51M","-1.53%"
"12-05-2009","198.24","186.65","199.05","186.48","14.13M","5.32%"
"11-05-2009","188.22","188.51","190.83","185.06","6.54M","-0.20%"
"08-05-2009","188.60","192.11","194.83","186.18","12.95M","-2.06%"
"07-05-2009","192.57","194.71","195.20","189.66","14.54M","-1.30%"
"06-05-2009","195.11","195.39","199.55","191.97","14.47M","-0.56%"
"05-05-2009","196.21","200.36","201.53","192.27","18.43M","-2.83%"
"04-05-2009","201.93","188.52","202.88","188.52","20.01M","7.88%"
"29-04-2009","187.18","178.59","188.22","177.39","15.41M","5.49%"
"28-04-2009","177.44","177.35","182.20","175.86","9.44M","-0.36%"
"27-04-2009","178.08","179.57","179.82","175.49","9.64M","-0.87%"
"24-04-2009","179.65","178.72","180.82","174.19","11.41M","-0.13%"
"23-04-2009","179.88","170.05","181.03","168.22","12.19M","5.02%"
"22-04-2009","171.28","168.91","172.14","168.11","10.62M","1.37%"
"21-04-2009","168.97","171.02","172.37","168.05","8.01M","-2.22%"
"20-04-2009","172.81","171.77","174.87","170.28","14.93M","-0.28%"
"17-04-2009","173.29","167.43","176.21","167.43","23.50M","3.87%"
"16-04-2009","166.83","170.15","173.63","163.71","27.31M","-1.85%"
"15-04-2009","169.98","167.18","171.39","161.24","44.64M","-2.75%"
"13-04-2009","174.78","177.97","181.93","170.80","18.84M","-1.24%"
"09-04-2009","176.98","177.97","178.20","173.13","15.06M","0.13%"
"08-04-2009","176.75","172.39","177.92","168.23","19.81M","0.79%"
"06-04-2009","175.37","178.99","182.18","171.65","13.86M","-0.37%"
"02-04-2009","176.03","173.13","177.97","171.46","15.72M","3.32%"
"01-04-2009","170.37","165.09","171.14","161.89","12.44M","3.76%"
"31-03-2009","164.19","162.47","166.17","161.35","12.78M","1.73%"
"30-03-2009","161.39","163.71","164.82","156.97","12.39M","-3.24%"
"27-03-2009","166.79","170.53","171.89","164.95","16.70M","-2.48%"
"26-03-2009","171.04","166.81","173.27","166.46","23.95M","3.00%"
"25-03-2009","166.06","162.74","167.43","162.74","13.10M","1.38%"
"24-03-2009","163.80","166.81","168.70","162.60","10.75M","-0.79%"
"23-03-2009","165.11","161.25","166.18","160.63","12.24M","2.71%"
"20-03-2009","160.75","164.13","164.13","159.37","9.50M","-0.08%"
"19-03-2009","160.88","159.37","162.54","157.50","13.43M","1.50%"
"18-03-2009","158.50","156.88","161.47","156.88","14.67M","0.99%"
"17-03-2009","156.95","159.24","159.24","155.89","9.90M","-1.73%"
"16-03-2009","159.71","161.60","161.60","157.39","13.50M","-0.71%"
"13-03-2009","160.86","154.95","161.22","153.78","14.66M","5.64%"
"12-03-2009","152.27","150.32","155.75","150.19","16.50M","2.14%"
"09-03-2009","149.08","149.46","150.81","147.60","9.86M","-1.42%"
"06-03-2009","151.22","146.59","153.54","142.81","10.28M","3.17%"
"05-03-2009","146.58","149.44","151.90","145.80","6.94M","-1.44%"
"04-03-2009","148.72","148.95","150.93","146.34","8.64M","0.13%"
"03-03-2009","148.53","149.57","151.28","147.76","8.82M","-1.76%"
"02-03-2009","151.19","151.06","152.27","147.58","11.82M","-0.99%"
"27-02-2009","152.70","152.26","153.52","149.29","13.33M","-0.38%"
"26-02-2009","153.29","149.32","153.78","148.82","16.57M","1.52%"
"25-02-2009","150.99","147.83","151.86","147.58","10.63M","2.69%"
"24-02-2009","147.03","143.24","147.83","142.06","7.71M","0.71%"
"20-02-2009","145.99","147.58","148.37","144.48","7.64M","-2.62%"
"19-02-2009","149.92","145.72","150.52","145.35","9.88M","2.55%"
"18-02-2009","146.19","146.16","147.34","138.33","11.10M","0.41%"
"17-02-2009","145.59","149.82","151.15","144.48","15.03M","-3.89%"
"16-02-2009","151.48","156.26","156.26","150.70","11.89M","-2.42%"
"13-02-2009","155.23","157.50","158.74","154.29","12.79M","-0.23%"
"12-02-2009","155.59","160.61","160.61","155.04","11.24M","-3.64%"
"11-02-2009","161.46","159.99","161.83","158.74","7.06M","-0.50%"
"10-02-2009","162.27","163.02","164.33","160.61","13.37M","-0.28%"
"09-02-2009","162.73","157.26","163.71","157.26","11.51M","1.80%"
"06-02-2009","159.85","156.13","160.90","154.78","14.02M","2.63%"
"05-02-2009","155.75","159.49","160.61","153.47","17.54M","-2.01%"
"04-02-2009","158.95","159.37","161.99","158.29","7.57M","-0.07%"
"03-02-2009","159.06","159.49","161.47","156.34","16.13M","0.23%"
"02-02-2009","158.70","160.23","160.85","157.25","16.87M","-2.07%"
"30-01-2009","162.05","161.35","162.96","159.61","11.63M","-0.26%"
"29-01-2009","162.48","159.99","163.58","159.61","26.00M","1.82%"
"28-01-2009","159.58","156.64","160.73","155.02","7.19M","2.77%"
"27-01-2009","155.28","151.18","156.26","150.68","10.51M","3.94%"
"23-01-2009","149.40","150.06","152.15","147.65","11.63M","-2.14%"
"22-01-2009","152.66","153.16","153.66","149.20","8.78M","0.58%"
"21-01-2009","151.78","152.67","155.21","150.56","7.77M","-2.23%"
"20-01-2009","155.24","153.78","155.89","152.54","4.97M","-0.82%"
"19-01-2009","156.52","157.13","157.85","153.85","9.54M","-0.42%"
"16-01-2009","157.18","156.02","157.99","153.78","12.72M","1.25%"
"15-01-2009","155.24","156.26","156.75","150.68","25.36M","-3.98%"
"14-01-2009","161.67","151.99","162.96","151.99","41.55M","6.15%"
"13-01-2009","152.31","146.34","154.08","138.78","43.96M","5.90%"
"12-01-2009","143.83","142.83","150.06","141.17","31.27M","-3.63%"
"09-01-2009","149.25","147.10","157.08","145.10","40.18M","1.34%"
"07-01-2009","147.28","145.25","148.52","142.08","22.54M","1.63%"
"06-01-2009","144.92","146.34","147.58","142.05","11.56M","-0.36%"
"05-01-2009","145.45","141.38","146.93","141.35","11.24M","3.60%"
"02-01-2009","140.40","144.48","144.48","139.37","9.01M","-1.40%"
"01-01-2009","142.39","138.41","142.98","137.88","7.46M","2.93%"
"31-12-2008","138.34","140.76","141.26","136.81","7.22M","-1.10%"
"30-12-2008","139.88","139.15","140.62","135.32","8.46M","1.27%"
"29-12-2008","138.13","137.67","138.85","132.08","14.26M","0.41%"
"26-12-2008","137.57","143.50","147.43","137.04","11.89M","-5.52%"
"24-12-2008","145.60","146.34","151.58","144.82","8.55M","-0.17%"
"23-12-2008","145.85","145.82","147.58","144.31","7.10M","-0.91%"
"22-12-2008","147.19","148.82","149.44","144.62","8.75M","-0.37%"
"19-12-2008","147.74","146.48","148.82","142.53","12.52M","1.21%"
"18-12-2008","145.98","142.00","146.89","142.00","12.67M","3.12%"
"17-12-2008","141.57","141.34","145.85","139.27","24.44M","1.48%"
"16-12-2008","139.50","136.79","140.51","134.57","8.90M","2.04%"
"15-12-2008","136.71","138.90","141.13","135.19","13.74M","-0.23%"
"12-12-2008","137.02","138.90","138.90","133.59","13.08M","-2.65%"
"11-12-2008","140.75","145.95","146.06","139.19","16.50M","-3.31%"
"10-12-2008","145.57","146.95","149.65","143.75","22.44M","1.39%"
"08-12-2008","143.58","143.27","147.58","141.15","23.66M","2.05%"
"05-12-2008","140.70","147.83","147.83","139.22","12.21M","-4.86%"
"04-12-2008","147.88","143.86","148.57","142.42","11.32M","3.10%"
"03-12-2008","143.43","149.32","151.55","141.38","17.87M","-4.29%"
"02-12-2008","149.86","151.80","151.80","145.97","12.81M","-1.85%"
"01-12-2008","152.69","155.02","161.06","151.06","18.74M","-1.02%"
"28-11-2008","154.26","145.12","155.64","138.91","24.03M","4.78%"
"26-11-2008","147.22","146.22","148.20","141.65","14.37M","0.44%"
"25-11-2008","146.58","146.97","153.40","145.80","9.91M","-1.19%"
"24-11-2008","148.35","140.76","151.28","140.76","14.04M","0.97%"
"21-11-2008","146.92","138.90","148.82","135.18","12.20M","5.60%"
"20-11-2008","139.13","143.68","143.68","136.56","11.60M","-4.34%"
"19-11-2008","145.44","146.59","148.82","139.69","22.54M","-0.66%"
"18-11-2008","146.41","151.30","151.30","145.10","15.31M","-4.21%"
"17-11-2008","152.84","150.68","154.28","145.26","18.04M","1.58%"
"14-11-2008","150.46","158.87","160.57","147.34","16.02M","-3.67%"
"12-11-2008","156.20","150.68","162.07","150.68","13.39M","0.22%"
"11-11-2008","155.86","166.00","167.23","154.57","9.24M","-6.11%"
"10-11-2008","166.00","159.37","168.03","153.41","10.32M","6.00%"
"07-11-2008","156.61","153.16","159.99","149.09","10.11M","1.37%"
"06-11-2008","154.49","160.61","163.46","152.55","13.45M","-5.77%"
"05-11-2008","163.95","167.30","173.01","161.61","17.30M","-0.74%"
"04-11-2008","165.18","167.43","170.89","159.37","22.24M","-3.39%"
"03-11-2008","170.97","173.76","179.46","167.49","18.26M","-0.75%"
"31-10-2008","172.26","165.56","178.58","165.56","31.08M","6.49%"
"29-10-2008","161.76","164.37","167.43","158.74","24.90M","1.95%"
"28-10-2008","158.66","157.50","162.45","157.26","2.87M","2.20%"
"27-10-2008","155.25","152.54","159.99","143.86","20.01M","0.46%"
"24-10-2008","154.54","154.94","161.23","148.82","18.68M","-2.90%"
"23-10-2008","159.15","158.62","168.47","153.24","20.36M","-1.25%"
"22-10-2008","161.17","163.95","164.86","159.06","15.02M","-3.57%"
"21-10-2008","167.13","163.71","172.88","161.60","18.24M","4.10%"
"20-10-2008","160.55","153.78","162.58","151.43","11.70M","7.64%"
"17-10-2008","149.16","158.13","162.34","147.61","12.16M","-4.78%"
"16-10-2008","156.64","161.23","161.23","149.22","13.40M","-5.42%"
"15-10-2008","165.62","171.15","171.15","162.34","12.56M","-4.47%"
"14-10-2008","173.37","171.77","175.05","167.43","15.41M","6.02%"
"13-10-2008","163.53","155.02","168.67","151.30","19.88M","7.62%"
"10-10-2008","151.95","148.82","158.74","128.98","37.26M","-2.31%"
"08-10-2008","155.55","161.23","161.23","147.86","22.86M","-3.65%"
"07-10-2008","161.45","165.71","170.28","157.03","18.54M","-1.28%"
"06-10-2008","163.54","168.67","172.39","158.12","12.92M","-5.26%"
"03-10-2008","172.62","177.72","178.59","171.15","13.77M","-3.96%"
"01-10-2008","179.74","176.73","181.94","175.49","26.37M","3.66%"
"30-09-2008","173.39","169.91","180.29","163.71","23.48M","0.34%"
"29-09-2008","172.80","179.22","180.08","169.41","17.21M","-3.70%"
"26-09-2008","179.44","186.28","186.88","178.10","9.76M","-3.98%"
"25-09-2008","186.88","189.76","189.76","184.92","18.41M","-1.14%"
"24-09-2008","189.04","192.23","194.44","184.79","19.39M","-1.27%"
"23-09-2008","191.48","198.43","201.41","190.51","13.38M","-5.27%"
"22-09-2008","202.14","204.01","205.92","199.42","12.82M","0.30%"
"19-09-2008","201.53","195.33","204.12","192.97","31.20M","6.53%"
"18-09-2008","189.18","187.28","193.47","176.26","26.78M","-3.40%"
"17-09-2008","195.83","195.95","204.25","194.71","18.33M","0.81%"
"16-09-2008","194.26","189.76","196.69","187.27","15.70M","-0.75%"
"15-09-2008","195.72","203.39","203.39","188.76","17.21M","-4.01%"
"12-09-2008","203.89","217.41","217.41","203.05","24.32M","-6.09%"
"11-09-2008","217.11","216.82","218.27","214.85","13.27M","-0.52%"
"10-09-2008","218.24","215.70","219.79","213.46","10.93M","0.59%"
"09-09-2008","216.97","216.77","218.03","212.97","9.33M","-0.03%"
"08-09-2008","217.04","217.41","218.52","215.22","9.52M","2.20%"
"05-09-2008","212.36","220.75","220.75","211.64","11.02M","-4.29%"
"04-09-2008","221.87","218.41","223.86","217.23","21.59M","0.77%"
"02-09-2008","220.17","216.91","221.00","213.48","8.40M","3.02%"
"01-09-2008","213.72","217.03","219.11","211.07","11.15M","-1.48%"
"29-08-2008","216.92","211.95","217.03","211.95","9.19M","2.92%"
"28-08-2008","210.76","212.45","212.94","210.34","11.48M","-0.51%"
"27-08-2008","211.85","211.08","213.19","210.40","10.98M","0.60%"
"26-08-2008","210.59","213.33","215.78","209.59","18.58M","-0.49%"
"25-08-2008","211.63","215.79","216.41","210.96","2.46M","0.58%"
"22-08-2008","210.40","205.86","211.17","204.16","8.75M","2.11%"
"21-08-2008","206.05","210.83","211.21","204.97","4.69M","-2.23%"
"20-08-2008","210.75","208.38","212.04","208.38","4.52M","0.39%"
"19-08-2008","209.93","212.20","212.66","208.77","6.71M","-0.68%"
"18-08-2008","211.37","210.96","215.42","210.23","9.67M","0.64%"
"14-08-2008","210.03","203.39","211.38","200.79","16.38M","4.16%"
"13-08-2008","201.65","198.36","202.65","196.84","13.61M","1.38%"
"12-08-2008","198.91","205.26","210.44","196.65","26.52M","-3.98%"
"11-08-2008","207.16","210.21","212.94","205.45","13.46M","-0.55%"
"08-08-2008","208.30","206.54","213.28","206.54","9.52M","-2.70%"
"07-08-2008","214.08","211.21","215.05","208.60","7.74M","1.58%"
"06-08-2008","210.75","211.21","213.93","204.35","26.72M","1.24%"
"05-08-2008","208.17","205.73","210.28","200.68","14.12M","1.19%"
"04-08-2008","205.73","203.14","208.84","201.41","9.73M","1.19%"
"01-08-2008","203.32","193.47","204.20","191.61","10.15M","3.53%"
"31-07-2008","196.38","199.42","199.92","193.51","19.96M","-1.16%"
"30-07-2008","198.69","193.48","199.64","192.73","14.99M","3.98%"
"29-07-2008","191.08","189.73","191.72","187.01","8.41M","0.08%"
"28-07-2008","190.92","192.64","197.94","189.25","10.47M","-0.72%"
"25-07-2008","192.31","189.13","196.20","182.95","10.61M","-1.06%"
"24-07-2008","194.38","201.04","201.04","184.18","22.91M","-2.18%"
"23-07-2008","198.71","198.43","204.64","192.89","16.02M","1.52%"
"22-07-2008","195.74","193.33","198.21","191.76","9.30M","1.09%"
"21-07-2008","193.63","190.25","196.41","189.14","10.30M","0.90%"
"18-07-2008","191.91","196.57","198.31","186.40","17.34M","-2.21%"
"17-07-2008","196.24","195.95","199.40","194.10","13.02M","2.25%"
"16-07-2008","191.93","193.62","195.58","189.50","12.53M","0.19%"
"15-07-2008","191.57","190.37","195.83","186.40","25.86M","-0.70%"
"14-07-2008","192.92","205.90","207.11","191.28","29.51M","-7.23%"
"11-07-2008","207.96","228.82","232.49","203.58","52.77M","-7.12%"
"10-07-2008","223.89","233.78","233.78","220.75","15.07M","-0.91%"
"09-07-2008","225.95","217.78","227.20","217.28","15.01M","4.91%"
"08-07-2008","215.37","220.38","220.38","212.28","13.00M","-3.51%"
"07-07-2008","223.21","220.75","226.34","220.13","8.32M","2.51%"
"04-07-2008","217.75","216.79","221.87","214.72","9.63M","0.73%"
"03-07-2008","216.17","223.39","223.39","214.80","12.17M","-4.26%"
"02-07-2008","225.79","213.93","228.69","213.56","14.38M","6.03%"
"01-07-2008","212.94","216.29","219.39","211.46","12.36M","-1.14%"
"30-06-2008","215.40","212.69","216.89","212.07","11.69M","1.84%"
"27-06-2008","211.51","215.81","218.89","210.21","11.41M","-4.46%"
"26-06-2008","221.39","215.81","223.24","215.81","17.16M","2.20%"
"25-06-2008","216.63","221.99","221.99","210.98","22.29M","-2.66%"
"24-06-2008","222.55","228.92","230.68","218.89","10.87M","-2.78%"
"23-06-2008","228.92","225.17","231.52","223.37","9.63M","1.03%"
"20-06-2008","226.58","231.30","233.84","225.22","11.69M","-1.90%"
"19-06-2008","230.97","229.93","233.37","227.77","6.70M","0.00%"
"18-06-2008","230.98","237.87","238.71","229.93","10.40M","-2.57%"
"17-06-2008","237.07","241.84","241.84","233.65","10.75M","0.20%"
"16-06-2008","236.60","235.13","240.60","233.16","12.64M","2.20%"
"13-06-2008","231.50","234.52","237.48","230.07","10.28M","-0.44%"
"12-06-2008","232.52","227.71","233.90","227.09","12.40M","-0.95%"
"11-06-2008","234.75","233.78","236.13","230.95","9.62M","2.09%"
"10-06-2008","229.94","234.40","238.12","222.80","23.39M","-2.49%"
"09-06-2008","235.82","240.73","244.32","233.98","14.03M","-4.62%"
"06-06-2008","247.24","248.04","253.81","245.63","14.82M","0.71%"
"05-06-2008","245.50","234.11","246.43","231.92","19.14M","5.82%"
"04-06-2008","232.00","238.12","238.12","229.82","12.82M","-2.68%"
"03-06-2008","238.40","238.74","241.86","233.28","15.59M","-1.46%"
"02-06-2008","241.94","245.56","251.76","240.66","16.65M","-0.61%"
"30-05-2008","243.43","234.40","245.31","231.30","27.61M","4.11%"
"29-05-2008","233.83","236.26","236.69","230.25","15.90M","-1.37%"
"28-05-2008","237.08","233.53","238.12","232.72","15.43M","1.52%"
"27-05-2008","233.54","234.40","235.51","231.42","10.32M","-0.10%"
