"Date","Price","Open","High","Low","Vol.","Change %"
"16-04-2015","544.36","551.14","553.38","535.89","9.01M","-0.86%"
"15-04-2015","549.08","554.74","556.85","544.46","6.24M","-1.12%"
"13-04-2015","555.31","555.11","556.60","549.68","4.87M","0.22%"
"10-04-2015","554.11","548.22","555.11","548.22","7.12M","0.86%"
"09-04-2015","549.41","548.51","550.37","541.82","10.58M","0.66%"
"08-04-2015","545.82","541.35","546.90","539.00","10.19M","1.90%"
"07-04-2015","535.64","539.48","541.42","530.31","8.54M","-0.86%"
"06-04-2015","540.28","540.48","541.89","535.86","7.74M","0.20%"
"01-04-2015","539.22","545.41","545.56","535.19","6.74M","-2.00%"
"31-03-2015","550.24","556.85","563.95","546.76","8.02M","-0.43%"
"30-03-2015","552.63","547.07","555.61","544.42","4.62M","1.17%"
"27-03-2015","546.22","536.76","551.81","536.51","10.07M","2.60%"
"26-03-2015","532.38","547.67","549.38","528.82","15.74M","-3.28%"
"25-03-2015","550.42","551.37","552.92","545.87","6.17M","0.34%"
"24-03-2015","548.53","554.34","558.93","547.17","6.74M","-0.98%"
"23-03-2015","553.98","558.83","564.29","552.01","5.08M","-1.06%"
"20-03-2015","559.94","555.86","562.78","553.86","6.43M","1.21%"
"19-03-2015","553.24","554.27","557.84","551.33","6.89M","0.04%"
"18-03-2015","553.00","559.20","561.28","551.28","4.91M","-0.49%"
"17-03-2015","555.73","562.22","565.40","549.96","5.54M","-1.15%"
"16-03-2015","562.22","548.30","566.02","548.30","6.82M","2.08%"
"13-03-2015","550.75","551.89","553.13","543.80","6.18M","0.10%"
"12-03-2015","550.22","540.48","552.25","539.98","5.69M","1.65%"
"11-03-2015","541.27","544.22","555.61","538.02","6.78M","-0.72%"
"10-03-2015","545.19","545.21","547.41","535.81","6.33M","0.36%"
"09-03-2015","543.22","560.32","560.32","540.48","7.98M","-2.56%"
"05-03-2015","557.49","562.32","570.18","553.96","5.68M","-1.19%"
"04-03-2015","564.20","570.49","573.94","558.56","4.38M","-1.01%"
"03-03-2015","569.96","568.01","571.22","565.11","4.91M","0.27%"
"02-03-2015","568.43","571.23","572.60","565.05","7.04M","-0.21%"
"28-02-2015","569.61","564.23","572.45","559.63","3.20M","1.36%"
"27-02-2015","561.99","564.26","565.69","558.46","7.80M","0.34%"
"26-02-2015","560.10","572.35","572.72","556.95","6.45M","-2.57%"
"25-02-2015","574.86","567.74","579.12","565.53","6.04M","1.97%"
"24-02-2015","563.74","565.28","569.49","559.97","6.44M","0.32%"
"23-02-2015","561.96","570.49","572.77","557.62","5.09M","-0.77%"
"20-02-2015","566.30","577.56","579.42","564.76","6.97M","-1.79%"
"19-02-2015","576.62","569.00","578.92","568.52","9.67M","1.23%"
"18-02-2015","569.62","568.15","571.72","560.11","8.61M","0.78%"
"16-02-2015","565.22","565.60","572.20","561.87","6.24M","-0.76%"
"13-02-2015","569.52","570.39","577.11","567.02","5.66M","-0.65%"
"12-02-2015","573.27","566.27","575.93","563.79","6.29M","1.15%"
"11-02-2015","566.73","565.65","568.80","559.64","5.80M","0.29%"
"10-02-2015","565.11","556.35","569.99","555.86","8.52M","1.31%"
"09-02-2015","557.81","545.69","559.08","545.69","6.54M","0.82%"
"06-02-2015","553.25","546.93","557.54","542.83","7.45M","1.67%"
"05-02-2015","544.15","533.48","550.65","532.79","11.88M","2.38%"
"04-02-2015","531.51","530.78","533.28","527.43","5.16M","1.03%"
"03-02-2015","526.07","530.02","530.79","521.38","5.27M","-0.75%"
"02-02-2015","530.02","531.18","533.78","527.34","8.70M","-0.24%"
"30-01-2015","531.27","536.14","536.40","527.57","10.83M","-0.17%"
"29-01-2015","532.17","532.04","533.26","527.73","15.37M","0.05%"
"28-01-2015","531.93","533.28","534.47","528.40","13.13M","0.38%"
"27-01-2015","529.94","550.89","550.89","528.35","13.74M","-3.55%"
"23-01-2015","549.42","545.69","551.89","537.03","9.49M","0.85%"
"22-01-2015","544.81","539.44","546.43","536.09","9.96M","1.22%"
"21-01-2015","538.22","528.70","539.72","525.35","8.49M","2.15%"
"20-01-2015","526.88","522.62","529.07","521.24","6.80M","1.03%"
"19-01-2015","521.50","525.84","528.91","519.54","4.09M","-0.75%"
"16-01-2015","525.42","532.79","535.76","523.86","6.69M","-0.75%"
"15-01-2015","529.38","529.61","533.98","523.92","8.34M","0.26%"
"14-01-2015","527.99","520.51","529.07","519.05","9.92M","1.90%"
"13-01-2015","518.13","522.82","522.82","514.68","8.80M","-1.28%"
"12-01-2015","524.84","518.90","525.64","514.68","12.76M","2.00%"
"09-01-2015","514.54","491.14","523.11","474.51","44.86M","5.12%"
"08-01-2015","489.49","492.51","495.33","483.68","13.56M","0.50%"
"07-01-2015","487.04","487.40","489.82","483.68","7.25M","0.48%"
"06-01-2015","484.72","491.12","492.36","479.73","9.67M","-2.09%"
"05-01-2015","495.06","498.53","503.52","490.50","9.94M","-0.86%"
"02-01-2015","499.35","489.13","500.80","489.13","6.78M","1.96%"
"01-01-2015","489.73","488.38","491.61","485.39","2.00M","0.09%"
"31-12-2014","489.27","484.92","490.86","483.68","6.97M","0.32%"
"30-12-2014","487.73","486.71","489.88","485.36","4.64M","0.44%"
"29-12-2014","485.61","485.18","489.33","484.30","2.79M","0.28%"
"26-12-2014","484.23","482.46","486.33","478.95","2.27M","1.12%"
"24-12-2014","478.85","490.13","492.85","475.01","27.34M","-2.09%"
"23-12-2014","489.05","496.29","501.51","487.05","8.20M","-1.40%"
"22-12-2014","495.98","497.57","498.58","489.96","10.47M","0.05%"
"19-12-2014","495.74","495.48","498.06","492.61","14.29M","1.67%"
"18-12-2014","487.62","484.67","491.56","482.37","19.95M","1.41%"
"17-12-2014","480.82","480.20","485.04","470.36","17.85M","0.02%"
"16-12-2014","480.70","477.65","484.07","477.65","17.79M","0.68%"
"15-12-2014","477.43","472.50","485.47","472.49","12.97M","-0.71%"
"12-12-2014","480.86","480.96","486.26","475.76","14.57M","0.92%"
"11-12-2014","476.50","483.92","484.66","474.99","8.29M","-2.17%"
"10-12-2014","487.09","487.64","492.36","485.93","7.80M","-0.05%"
"09-12-2014","487.35","491.80","492.61","484.28","10.05M","-0.27%"
"08-12-2014","488.67","498.31","500.79","485.60","166.32M","-4.84%"
"05-12-2014","513.52","524.60","525.00","510.91","7.36M","-1.50%"
"04-12-2014","521.33","523.36","532.02","519.64","9.40M","-1.02%"
"03-12-2014","526.71","521.25","529.05","517.05","12.78M","-0.15%"
"02-12-2014","527.48","536.99","536.99","524.60","10.65M","-2.22%"
"01-12-2014","539.47","544.07","545.96","532.37","18.34M","-0.23%"
"28-11-2014","540.71","541.98","545.44","538.67","14.35M","-0.14%"
"27-11-2014","541.46","536.00","542.76","534.77","17.39M","1.52%"
"26-11-2014","533.34","533.28","535.48","529.76","7.93M","-0.06%"
"25-11-2014","533.68","532.66","535.76","526.59","14.89M","0.66%"
"24-11-2014","530.20","520.88","531.01","519.88","11.05M","3.11%"
"21-11-2014","514.20","517.16","518.28","508.68","10.46M","-1.88%"
"20-11-2014","524.06","519.64","524.91","518.88","5.35M","1.25%"
"19-11-2014","517.58","518.40","519.64","513.41","5.20M","-0.21%"
"18-11-2014","518.69","523.98","524.33","517.42","5.27M","-0.86%"
"17-11-2014","523.17","519.02","524.34","514.45","5.46M","0.64%"
"14-11-2014","519.85","520.14","522.30","517.66","5.23M","0.31%"
"13-11-2014","518.23","511.21","521.01","510.02","4.96M","1.77%"
"12-11-2014","509.22","511.08","514.77","508.12","5.39M","-0.47%"
"11-11-2014","511.61","516.54","516.54","508.95","6.26M","-0.97%"
"10-11-2014","516.60","517.79","518.54","513.44","5.59M","-0.03%"
"07-11-2014","516.74","510.75","518.77","510.75","9.97M","1.01%"
"05-11-2014","511.56","506.62","515.18","503.15","10.24M","0.95%"
"03-11-2014","506.73","505.62","509.72","500.10","8.58M","0.86%"
"31-10-2014","502.43","494.47","504.26","494.47","8.67M","2.65%"
"30-10-2014","489.45","483.18","493.75","483.18","15.25M","1.68%"
"29-10-2014","481.38","472.88","482.77","472.88","8.23M","2.46%"
"28-10-2014","469.82","466.93","472.81","466.93","6.67M","-0.39%"
"27-10-2014","471.65","477.48","477.48","469.07","4.77M","-0.05%"
"23-10-2014","471.90","471.88","472.94","470.92","650.42K","0.24%"
"22-10-2014","470.78","472.43","472.75","468.32","5.35M","0.61%"
"21-10-2014","467.92","477.46","477.46","460.11","26.08M","-1.03%"
"20-10-2014","472.81","477.85","479.03","471.53","7.70M","-1.02%"
"17-10-2014","477.68","479.32","486.50","475.88","8.19M","-0.35%"
"16-10-2014","479.37","483.69","488.43","478.01","10.02M","-1.35%"
"14-10-2014","485.95","491.74","491.74","483.68","6.86M","-0.61%"
"13-10-2014","488.95","482.35","494.22","482.35","17.73M","1.39%"
"10-10-2014","482.27","453.91","484.67","443.08","45.89M","6.63%"
"09-10-2014","452.27","458.87","460.61","449.68","12.43M","-0.09%"
"08-10-2014","452.69","469.41","470.28","451.55","20.33M","-4.73%"
"07-10-2014","475.16","467.47","482.80","467.47","20.06M","-0.41%"
"01-10-2014","477.14","461.60","478.71","461.60","9.47M","2.66%"
"30-09-2014","464.79","464.35","465.85","459.01","6.93M","-0.04%"
"29-09-2014","464.96","459.00","466.43","456.53","5.00M","1.87%"
"26-09-2014","456.41","457.01","461.38","453.97","8.86M","-0.29%"
"25-09-2014","457.76","452.67","461.20","452.18","24.98M","1.27%"
"24-09-2014","452.03","450.19","455.43","446.25","5.56M","1.05%"
"23-09-2014","447.35","452.05","456.82","445.92","12.96M","-1.19%"
"22-09-2014","452.75","456.39","456.73","450.44","8.61M","-1.39%"
"19-09-2014","459.13","458.75","469.77","456.55","14.76M","0.14%"
"18-09-2014","458.50","455.64","462.56","453.22","9.10M","-1.18%"
"17-09-2014","463.96","456.38","464.84","455.29","7.93M","2.46%"
"16-09-2014","452.83","452.18","457.69","449.40","5.03M","0.27%"
"15-09-2014","451.59","454.53","454.90","449.86","4.96M","-0.78%"
"12-09-2014","455.14","457.38","459.86","452.67","3.91M","-0.39%"
"11-09-2014","456.91","455.65","458.83","450.27","5.01M","0.46%"
"10-09-2014","454.82","459.86","459.86","453.91","5.08M","-1.84%"
"09-09-2014","463.34","464.83","465.75","461.35","4.32M","-1.21%"
"08-09-2014","469.00","462.93","470.10","462.93","6.52M","1.36%"
"05-09-2014","462.69","462.84","470.65","459.54","6.47M","0.59%"
"04-09-2014","459.96","461.97","461.97","458.61","6.24M","-0.68%"
"03-09-2014","463.12","447.71","464.63","447.71","11.86M","3.33%"
"02-09-2014","448.18","446.47","449.57","440.96","3.58M","0.39%"
"01-09-2014","446.43","447.72","448.81","444.61","3.64M","0.02%"
"28-08-2014","446.32","450.07","450.64","444.14","7.60M","-0.88%"
"27-08-2014","450.26","450.19","452.67","446.61","5.57M","0.18%"
"26-08-2014","449.47","449.20","451.43","446.47","5.84M","-0.10%"
"25-08-2014","449.92","446.35","450.90","441.76","4.20M","0.75%"
"22-08-2014","446.59","440.14","447.46","440.02","4.86M","1.47%"
"21-08-2014","440.14","441.04","441.93","437.79","4.30M","-0.16%"
"20-08-2014","440.83","441.88","444.30","439.90","3.94M","0.19%"
"19-08-2014","440.00","441.63","445.11","437.79","6.42M","-0.34%"
"18-08-2014","441.48","447.96","447.96","440.27","6.78M","-1.46%"
"14-08-2014","448.03","447.46","449.91","444.81","6.76M","0.12%"
"13-08-2014","447.51","441.52","449.57","440.36","8.94M","0.88%"
"12-08-2014","443.59","446.35","446.35","439.15","5.92M","0.09%"
"11-08-2014","443.18","437.04","444.45","435.31","5.63M","2.61%"
"08-08-2014","431.92","434.07","436.55","430.97","3.81M","-0.70%"
"07-08-2014","434.98","433.94","439.57","431.88","7.75M","-1.92%"
"06-08-2014","443.48","437.17","447.51","437.17","18.00M","1.79%"
"05-08-2014","435.68","431.09","436.55","430.35","10.99M","1.37%"
"04-08-2014","429.80","416.09","431.95","415.38","13.09M","3.72%"
"01-08-2014","414.39","415.47","420.67","412.98","7.61M","-0.78%"
"31-07-2014","417.65","419.19","421.03","414.62","8.46M","-0.14%"
"30-07-2014","418.22","420.92","420.92","414.92","9.93M","0.03%"
"28-07-2014","418.08","414.85","420.05","411.85","4.60M","0.56%"
"25-07-2014","415.74","421.54","421.54","409.85","5.34M","-0.89%"
"24-07-2014","419.46","414.72","421.05","411.92","5.57M","0.98%"
"23-07-2014","415.40","402.94","416.09","402.94","11.83M","3.58%"
"22-07-2014","401.04","397.48","402.65","396.62","8.73M","1.03%"
"21-07-2014","396.95","403.68","405.96","395.39","7.44M","-1.56%"
"18-07-2014","403.26","403.44","406.13","402.27","4.10M","0.38%"
"17-07-2014","401.74","404.32","414.96","400.79","4.95M","0.30%"
"16-07-2014","400.53","401.82","402.44","397.27","4.59M","0.12%"
"15-07-2014","400.04","401.70","404.05","398.98","4.14M","0.01%"
"14-07-2014","399.99","411.12","411.12","395.10","8.23M","-3.05%"
"11-07-2014","412.57","421.84","425.63","409.31","15.83M","1.03%"
"10-07-2014","408.36","411.12","419.40","403.14","11.35M","-0.53%"
"09-07-2014","410.55","412.98","419.68","408.02","8.27M","-0.95%"
"08-07-2014","414.49","415.34","422.45","409.64","11.46M","-0.10%"
"07-07-2014","414.90","404.92","417.70","404.30","11.64M","3.07%"
"04-07-2014","402.56","396.87","404.11","396.87","5.75M","1.10%"
"03-07-2014","398.19","398.13","400.38","395.68","7.50M","-0.14%"
"02-07-2014","398.76","398.35","402.27","396.64","6.12M","-0.18%"
"01-07-2014","399.47","402.44","403.66","397.61","4.66M","-1.06%"
"30-06-2014","403.75","399.34","404.68","398.28","7.29M","1.00%"
"27-06-2014","399.76","396.86","401.28","393.39","6.89M","1.28%"
"26-06-2014","394.69","399.34","401.20","392.99","7.38M","-0.90%"
"25-06-2014","398.26","402.44","402.44","397.61","6.43M","0.23%"
"24-06-2014","397.33","400.58","401.19","395.89","10.64M","-0.89%"
"23-06-2014","400.90","409.26","410.37","399.52","6.33M","-2.53%"
"20-06-2014","411.32","411.74","414.15","408.38","8.85M","0.14%"
"19-06-2014","410.74","402.55","412.12","402.46","11.31M","2.20%"
"18-06-2014","401.89","402.44","406.16","398.44","9.79M","-0.19%"
"17-06-2014","402.67","402.94","405.17","399.16","10.08M","0.08%"
"16-06-2014","402.34","395.13","404.27","394.38","9.38M","1.79%"
"13-06-2014","395.25","395.44","397.73","388.31","10.15M","0.38%"
"12-06-2014","393.77","406.78","408.90","387.03","21.13M","-0.57%"
"11-06-2014","396.04","385.08","403.96","383.26","20.38M","3.84%"
"10-06-2014","381.38","372.06","383.12","371.61","10.48M","2.97%"
"09-06-2014","370.38","372.80","373.92","369.09","10.86M","-0.55%"
"06-06-2014","372.44","372.08","373.30","365.86","16.88M","-1.25%"
"05-06-2014","377.16","372.06","380.54","367.35","12.15M","1.90%"
"04-06-2014","370.14","373.92","375.45","366.29","5.51M","-1.08%"
"03-06-2014","374.19","373.05","376.64","368.93","6.82M","0.80%"
"02-06-2014","371.21","367.16","371.77","367.16","6.23M","1.83%"
"30-05-2014","364.54","364.62","367.03","357.18","28.04M","0.51%"
"29-05-2014","362.70","375.16","375.16","361.52","41.34M","-7.84%"
"28-05-2014","393.55","387.37","395.37","386.69","5.39M","1.25%"
"27-05-2014","388.68","384.46","391.28","384.40","4.98M","1.27%"
"26-05-2014","383.82","380.86","385.82","378.28","5.75M","0.82%"
"23-05-2014","380.68","387.56","393.27","373.57","9.08M","-1.42%"
"22-05-2014","386.18","391.90","394.38","382.12","9.83M","-1.37%"
"21-05-2014","391.54","386.69","392.43","384.34","6.79M","1.12%"
"20-05-2014","387.21","378.14","389.28","377.29","8.79M","3.55%"
"19-05-2014","373.92","396.61","396.61","372.07","17.25M","-5.12%"
"16-05-2014","394.08","409.14","414.23","379.38","14.19M","-2.90%"
"15-05-2014","405.85","403.57","408.63","397.51","8.41M","0.56%"
"14-05-2014","403.57","403.09","404.92","398.99","5.18M","-0.34%"
"13-05-2014","404.95","394.75","406.16","394.75","7.30M","2.84%"
"12-05-2014","393.77","386.72","395.19","385.09","7.04M","2.04%"
"09-05-2014","385.88","380.12","387.56","378.61","6.18M","1.50%"
"08-05-2014","380.16","380.74","383.02","377.82","9.16M","-0.07%"
"07-05-2014","380.41","390.79","393.14","378.26","15.60M","-3.09%"
"06-05-2014","392.54","394.00","394.94","391.28","4.57M","-0.37%"
"05-05-2014","394.00","395.87","400.96","393.71","4.20M","-1.33%"
"02-05-2014","399.31","395.00","402.69","395.00","4.76M","1.22%"
"30-04-2014","394.48","394.09","395.62","393.27","7.74M","0.10%"
"29-04-2014","394.10","394.75","396.24","393.27","4.84M","-0.01%"
"28-04-2014","394.14","393.02","395.99","392.52","6.04M","0.08%"
"25-04-2014","393.84","395.37","396.86","392.32","5.96M","0.09%"
"23-04-2014","393.47","393.64","395.85","392.40","12.02M","0.70%"
"22-04-2014","390.74","393.40","396.86","389.72","6.63M","-1.02%"
"21-04-2014","394.75","398.10","399.34","393.14","6.12M","-0.29%"
"17-04-2014","395.88","394.38","398.11","391.70","8.39M","1.10%"
"16-04-2014","391.57","402.07","402.07","390.35","13.20M","-3.14%"
"15-04-2014","404.28","413.26","420.18","402.75","20.78M","0.76%"
"11-04-2014","401.22","398.10","403.76","392.52","18.68M","1.06%"
"10-04-2014","397.01","403.62","404.02","395.14","21.26M","-1.64%"
"09-04-2014","403.63","406.91","410.48","400.64","10.66M","-1.18%"
"07-04-2014","408.45","409.02","411.06","403.81","7.10M","-0.68%"
"04-04-2014","411.25","415.59","416.21","410.02","3.93M","-0.66%"
"03-04-2014","414.00","414.16","415.22","411.63","4.70M","0.49%"
"02-04-2014","412.00","415.32","415.47","410.57","5.64M","0.25%"
"01-04-2014","410.99","407.16","412.36","406.16","8.63M","0.95%"
"31-03-2014","407.13","407.44","409.88","400.59","9.18M","0.62%"
"28-03-2014","404.63","401.84","406.66","400.25","7.15M","0.98%"
"27-03-2014","400.71","402.82","404.66","398.84","13.60M","-0.55%"
"26-03-2014","402.93","404.30","405.41","400.66","8.46M","-0.17%"
"25-03-2014","403.61","402.82","406.75","402.57","7.55M","-0.65%"
"24-03-2014","406.26","405.82","411.55","405.54","8.16M","-0.61%"
"22-03-2014","408.77","408.52","410.98","406.93","413.35K","-0.29%"
"21-03-2014","409.97","412.98","413.98","405.61","12.38M","0.08%"
"20-03-2014","409.64","405.54","415.40","405.54","8.02M","0.96%"
"19-03-2014","405.76","415.47","416.44","401.67","15.78M","-2.35%"
"18-03-2014","415.53","421.67","423.14","414.23","11.80M","-1.29%"
"14-03-2014","420.94","414.23","422.15","413.61","11.17M","1.09%"
"13-03-2014","416.41","424.15","426.61","414.23","40.79M","-8.54%"
"12-03-2014","455.31","455.57","459.29","452.92","3.94M","-0.11%"
"11-03-2014","455.82","453.04","459.98","450.32","4.12M","0.10%"
"10-03-2014","455.35","462.56","462.56","452.09","7.43M","-1.84%"
"07-03-2014","463.87","474.62","475.49","459.90","15.07M","-2.39%"
"06-03-2014","475.23","475.99","477.47","473.43","6.23M","0.27%"
"05-03-2014","473.97","474.73","476.78","472.50","4.94M","0.58%"
"04-03-2014","471.22","467.55","474.31","466.55","6.94M","0.03%"
"03-03-2014","471.06","474.37","477.47","470.28","7.20M","-0.70%"
"28-02-2014","474.36","466.45","475.88","466.45","9.84M","0.46%"
"26-02-2014","472.20","468.79","473.48","467.81","7.35M","0.65%"
"25-02-2014","469.15","465.69","470.29","465.69","8.10M","0.88%"
"24-02-2014","465.06","464.58","465.53","462.59","4.36M","-0.02%"
"21-02-2014","465.16","463.34","465.74","462.25","5.52M","1.06%"
"20-02-2014","460.27","464.44","464.44","459.62","8.82M","-1.12%"
"19-02-2014","465.49","458.33","466.56","458.26","7.06M","1.94%"
"18-02-2014","456.64","452.30","458.20","452.30","4.98M","0.65%"
"17-02-2014","453.68","457.01","457.01","452.53","13.57M","0.38%"
"14-02-2014","451.96","448.40","454.41","446.87","5.96M","1.63%"
"13-02-2014","444.71","447.07","448.70","444.00","3.59M","-0.40%"
"12-02-2014","446.48","446.53","449.87","445.63","4.21M","0.11%"
"11-02-2014","446.01","444.49","449.20","443.18","5.83M","0.63%"
"10-02-2014","443.22","443.98","444.73","441.20","6.05M","0.20%"
"07-02-2014","442.32","444.86","446.70","440.13","7.55M","0.08%"
"06-02-2014","441.97","443.00","444.36","439.15","5.75M","-0.49%"
"05-02-2014","444.14","443.99","445.11","439.37","4.33M","0.56%"
"04-02-2014","441.65","444.11","445.47","439.84","4.54M","-1.88%"
"03-02-2014","450.09","457.01","457.88","449.55","4.38M","-1.94%"
"31-01-2014","459.01","458.87","463.80","457.20","5.37M","-0.08%"
"30-01-2014","459.40","459.33","460.94","453.91","7.18M","-0.36%"
"29-01-2014","461.08","454.66","464.29","453.12","8.10M","1.16%"
"28-01-2014","455.78","459.74","459.95","454.76","14.11M","-1.53%"
"27-01-2014","462.87","461.35","466.80","460.26","8.10M","-0.69%"
"24-01-2014","466.08","466.93","470.90","465.66","6.88M","-0.91%"
"23-01-2014","470.34","469.30","471.15","466.42","7.91M","0.70%"
"22-01-2014","467.05","463.98","468.55","463.84","6.77M","0.20%"
"21-01-2014","466.11","465.07","467.55","461.15","12.10M","0.24%"
"20-01-2014","464.99","460.36","466.31","459.42","9.76M","0.53%"
"17-01-2014","462.56","462.47","466.89","461.35","25.67M","0.13%"
"16-01-2014","461.98","458.75","463.52","458.08","17.61M","0.35%"
"15-01-2014","460.37","458.29","461.89","456.52","17.13M","0.69%"
"14-01-2014","457.23","452.05","458.25","451.49","7.43M","0.59%"
"13-01-2014","454.53","444.24","455.77","444.24","17.12M","3.20%"
"10-01-2014","440.42","432.83","443.37","427.62","30.26M","2.91%"
"09-01-2014","427.97","426.63","431.84","423.88","12.59M","0.66%"
"08-01-2014","425.15","429.23","430.97","424.27","8.99M","-0.84%"
"07-01-2014","428.75","436.43","437.28","427.46","7.71M","-1.73%"
"06-01-2014","436.29","443.38","444.05","430.17","11.10M","-1.33%"
"03-01-2014","442.15","430.97","443.37","428.39","10.05M","2.43%"
"02-01-2014","431.66","429.51","435.06","429.51","4.40M","0.36%"
"01-01-2014","430.10","433.08","433.94","429.36","1.48M","-0.51%"
"31-12-2013","432.29","434.07","436.76","431.62","3.59M","-0.48%"
"30-12-2013","434.36","442.46","443.37","430.97","11.86M","-1.66%"
"27-12-2013","441.67","437.79","443.00","437.78","7.38M","1.15%"
"26-12-2013","436.63","432.46","438.33","432.05","6.87M","0.98%"
"24-12-2013","432.38","432.33","434.43","429.86","7.11M","0.52%"
"23-12-2013","430.16","434.07","439.02","429.18","8.85M","-2.33%"
"20-12-2013","440.44","437.17","443.12","435.11","8.69M","1.11%"
"19-12-2013","435.59","429.42","439.64","428.49","7.33M","1.59%"
"18-12-2013","428.79","427.87","430.81","427.56","9.18M","0.03%"
"17-12-2013","428.65","427.26","432.20","427.26","10.71M","0.12%"
"16-12-2013","428.15","419.19","429.60","415.94","10.12M","2.33%"
"13-12-2013","418.42","414.85","419.19","414.85","8.32M","0.30%"
"12-12-2013","417.18","417.25","419.89","415.22","5.52M","-0.31%"
"11-12-2013","418.49","417.33","419.40","414.23","6.26M","0.11%"
"10-12-2013","418.05","413.61","420.41","413.18","12.35M","0.96%"
"09-12-2013","414.08","417.33","419.69","411.87","8.86M","0.39%"
"06-12-2013","412.46","414.11","415.34","411.52","6.54M","-0.76%"
"05-12-2013","415.63","419.19","421.54","414.47","6.32M","-0.42%"
"04-12-2013","417.37","415.47","419.93","413.83","8.44M","0.50%"
"03-12-2013","415.31","411.74","416.64","411.74","7.00M","0.30%"
"02-12-2013","414.06","415.71","418.80","412.38","4.71M","-0.47%"
"29-11-2013","416.03","413.73","417.45","410.50","5.41M","0.80%"
"28-11-2013","412.71","409.44","413.98","404.92","7.50M","1.05%"
"27-11-2013","408.43","411.74","413.71","407.50","6.78M","-0.69%"
"26-11-2013","411.27","411.74","415.34","408.35","7.32M","-0.30%"
"25-11-2013","412.49","415.71","419.04","410.13","5.71M","-0.65%"
"22-11-2013","415.17","414.97","418.57","413.73","2.72M","0.10%"
"21-11-2013","414.76","421.17","421.67","410.89","8.50M","-1.70%"
"20-11-2013","421.94","422.78","427.04","421.05","4.31M","-1.18%"
"19-11-2013","426.99","422.41","427.62","421.67","8.98M","1.14%"
"18-11-2013","422.17","420.55","423.53","420.16","6.33M","1.49%"
"14-11-2013","415.99","415.75","418.57","415.47","4.34M","0.67%"
"13-11-2013","413.24","411.25","416.53","411.25","4.69M","-0.14%"
"12-11-2013","413.83","417.02","418.57","412.75","6.45M","-0.77%"
"11-11-2013","417.03","415.47","421.42","414.24","7.80M","0.08%"
"08-11-2013","416.71","415.47","420.33","415.47","8.62M","0.07%"
"07-11-2013","416.41","411.95","421.66","410.95","7.19M","1.56%"
"06-11-2013","410.03","406.20","410.78","406.20","3.70M","1.23%"
"05-11-2013","405.03","403.31","408.09","400.96","5.32M","-0.41%"
"03-11-2013","406.71","406.78","408.74","405.94","404.02K","0.08%"
"01-11-2013","406.37","409.26","411.12","405.47","6.17M","-1.00%"
"31-10-2013","410.49","409.80","412.74","408.79","9.69M","-0.42%"
"30-10-2013","412.23","410.63","414.08","410.19","5.59M","-0.35%"
"29-10-2013","413.68","411.68","417.32","410.10","5.20M","0.37%"
"28-10-2013","412.17","411.40","413.59","408.41","3.41M","-0.24%"
"25-10-2013","413.18","412.74","415.47","410.05","6.01M","0.69%"
"24-10-2013","410.35","409.55","418.57","408.03","6.48M","-0.48%"
"23-10-2013","412.34","411.74","414.08","406.66","6.56M","-0.53%"
"22-10-2013","414.52","413.98","417.23","412.41","7.21M","0.21%"
"21-10-2013","413.66","413.36","418.90","404.94","9.38M","0.63%"
"18-10-2013","411.07","407.53","412.23","404.43","10.94M","1.41%"
"17-10-2013","405.36","413.01","416.45","404.30","11.51M","-2.57%"
"15-10-2013","416.06","412.24","417.58","410.85","9.22M","0.92%"
"14-10-2013","412.28","403.81","413.67","403.81","12.23M","1.52%"
"11-10-2013","406.10","413.61","413.98","391.50","41.29M","4.70%"
"10-10-2013","387.88","387.57","392.02","383.31","17.43M","0.57%"
"09-10-2013","385.68","375.41","388.35","373.30","17.37M","2.50%"
"08-10-2013","376.29","377.06","378.51","374.82","17.98M","0.41%"
"07-10-2013","374.77","373.92","376.99","372.85","9.80M","0.18%"
"04-10-2013","374.09","375.31","376.90","372.68","7.35M","-0.68%"
"03-10-2013","376.67","376.40","377.89","374.54","14.69M","0.74%"
"01-10-2013","373.92","375.78","376.81","372.43","5.31M","0.07%"
"30-09-2013","373.67","374.56","378.88","371.75","8.68M","0.21%"
"27-09-2013","372.88","375.03","378.38","370.94","5.70M","-0.19%"
"26-09-2013","373.58","376.28","376.63","372.18","10.68M","0.09%"
"25-09-2013","373.26","376.00","376.40","371.15","8.08M","-0.18%"
"24-09-2013","373.93","375.78","375.90","371.67","11.75M","-0.14%"
"23-09-2013","374.46","372.68","377.51","372.19","8.89M","0.81%"
"20-09-2013","371.46","372.06","376.03","370.01","7.99M","-0.79%"
"19-09-2013","374.41","371.93","376.40","371.10","15.33M","0.06%"
"18-09-2013","374.19","375.16","375.69","372.68","7.44M","-0.18%"
"17-09-2013","374.86","374.17","375.77","370.94","8.03M","0.98%"
"16-09-2013","371.24","375.16","379.25","369.59","6.33M","-1.15%"
"13-09-2013","375.54","379.53","380.23","373.71","9.26M","-1.23%"
"12-09-2013","380.23","385.08","386.83","378.01","6.96M","-1.71%"
"11-09-2013","386.83","390.04","393.51","385.42","9.15M","-1.26%"
"10-09-2013","391.77","376.03","395.37","376.03","21.88M","4.29%"
"06-09-2013","375.66","372.79","380.98","372.79","13.47M","0.81%"
"05-09-2013","372.65","384.05","384.05","371.45","9.46M","-3.47%"
